accord_id,note_id,note_role,layer,importance_weight,presence_prob,compatibility_score,stability_class,rank_in_layer
ACC-0190,NOTE-0472,support,base,3,0.7,0.88,high,3
ACC-0190,NOTE-0453,modifier,base,2,0.65,0.9,high,4
ACC-0190,NOTE-0205,modifier,base,1,0.75,0.97,high,5
ACC-0190,NOTE-0021,modifier,base,1,0.7,0.96,high,5
ACC-0191,NOTE-0469,driver,base,5,0.7,0.9,high,1
ACC-0191,NOTE-0470,support,base,4,0.65,0.88,high,2
ACC-0191,NOTE-0576,support,base,3,0.55,0.82,high,3
ACC-0191,NOTE-0455,modifier,base,2,0.6,0.89,high,4
ACC-0191,NOTE-0205,modifier,base,1,0.75,0.97,high,5
ACC-0191,NOTE-0465,modifier,base,1,0.65,0.95,high,5
ACC-0192,NOTE-0539,support,base,3,0.6,0.9,high,1
ACC-0192,NOTE-0205,modifier,base,1,0.7,0.96,high,2
ACC-0192,NOTE-0465,modifier,base,1,0.65,0.95,high,2
ACC-0192,NOTE-0477,driver,heart,5,0.7,0.85,medium,1
ACC-0192,NOTE-0478,support,heart,4,0.65,0.88,medium,2
ACC-0192,NOTE-0577,modifier,heart,2,0.55,0.82,medium,3
ACC-0193,NOTE-0569,support,base,4,0.5,0.78,high,1
ACC-0193,NOTE-0570,support,base,3,0.45,0.75,high,2
ACC-0193,NOTE-0458,modifier,base,2,0.6,0.89,high,3
ACC-0193,NOTE-0205,modifier,base,1,0.75,0.97,high,4
ACC-0193,NOTE-0476,modifier,base,1,0.7,0.96,high,4
ACC-0193,NOTE-0501,driver,heart,5,0.7,0.91,medium,1
ACC-0194,NOTE-0573,driver,base,5,0.7,0.88,high,1
ACC-0194,NOTE-0395,support,base,4,0.65,0.89,high,2
ACC-0194,NOTE-0471,support,base,3,0.55,0.82,high,3
ACC-0194,NOTE-0455,modifier,base,2,0.6,0.9,high,4
ACC-0194,NOTE-0205,modifier,base,1,0.75,0.97,high,5
ACC-0194,NOTE-0465,modifier,base,1,0.65,0.95,high,5
ACC-0195,NOTE-0578,driver,base,5,0.7,0.93,high,1
ACC-0195,NOTE-0539,support,base,4,0.65,0.9,high,2
ACC-0195,NOTE-0472,support,base,3,0.6,0.88,high,3
ACC-0195,NOTE-0455,modifier,base,2,0.55,0.89,high,4
ACC-0195,NOTE-0205,modifier,base,1,0.75,0.97,high,5
ACC-0195,NOTE-0476,modifier,base,1,0.7,0.96,high,5
ACC-0196,NOTE-0205,driver,base,5,0.75,0.97,high,1
ACC-0196,NOTE-0021,support,base,4,0.7,0.96,high,2
ACC-0196,NOTE-0455,support,base,3,0.55,0.9,high,3
ACC-0196,NOTE-0454,modifier,base,2,0.65,0.92,high,4
ACC-0196,NOTE-0456,modifier,base,1,0.4,0.94,high,5
ACC-0196,NOTE-0476,modifier,base,1,0.7,0.97,high,5
ACC-0197,NOTE-0556,driver,base,5,0.55,0.88,high,1
ACC-0197,NOTE-0205,support,base,4,0.75,0.97,high,2
ACC-0197,NOTE-0579,support,base,2,0.25,0.78,high,3
ACC-0197,NOTE-0021,modifier,base,1,0.65,0.96,high,4
ACC-0197,NOTE-0465,modifier,base,1,0.6,0.95,high,4
ACC-0197,NOTE-0565,modifier,heart,2,0.45,0.9,medium,1
ACC-0198,NOTE-0456,driver,base,5,0.7,0.94,high,1
ACC-0198,NOTE-0572,support,base,3,0.35,0.8,high,2
ACC-0198,NOTE-0455,support,base,3,0.55,0.9,high,2
ACC-0198,NOTE-0399,modifier,base,2,0.6,0.93,high,3
ACC-0198,NOTE-0205,modifier,base,1,0.75,0.97,high,4
ACC-0198,NOTE-0476,modifier,base,1,0.7,0.96,high,4
ACC-0199,NOTE-0519,driver,base,5,0.65,0.88,high,1
ACC-0199,NOTE-0408,support,base,4,0.6,0.92,high,2
ACC-0199,NOTE-0459,support,base,3,0.65,0.91,high,3
ACC-0199,NOTE-0520,modifier,base,2,0.5,0.87,high,4
ACC-0199,NOTE-0205,modifier,base,1,0.75,0.97,high,5
ACC-0199,NOTE-0465,modifier,base,1,0.65,0.95,high,5
ACC-0200,NOTE-0021,driver,base,5,0.7,0.96,high,1
ACC-0200,NOTE-0455,support,base,4,0.6,0.9,high,2
ACC-0200,NOTE-0205,modifier,base,1,0.75,0.97,high,3
ACC-0200,NOTE-0476,modifier,base,1,0.7,0.96,high,3
ACC-0200,NOTE-0580,support,heart,3,0.45,0.85,medium,1
ACC-0200,NOTE-0319,modifier,top,2,0.55,0.92,low,1
ACC-0201,NOTE-0469,driver,base,5,0.65,0.91,high,1
ACC-0201,NOTE-0039,support,base,3,0.6,0.92,high,2
ACC-0201,NOTE-0205,modifier,base,1,0.75,0.97,high,3
ACC-0201,NOTE-0465,modifier,base,1,0.65,0.95,high,3
ACC-0201,NOTE-0581,support,heart,4,0.55,0.9,medium,1
ACC-0201,NOTE-0582,modifier,top,2,0.5,0.88,low,1
ACC-0202,NOTE-0507,driver,base,5,0.7,0.97,high,1
ACC-0202,NOTE-0021,support,base,4,0.65,0.96,high,2
ACC-0202,NOTE-0455,support,base,3,0.5,0.9,high,3
ACC-0202,NOTE-0408,modifier,base,2,0.55,0.93,high,4
ACC-0202,NOTE-0205,modifier,base,1,0.75,0.97,high,5
ACC-0202,NOTE-0465,modifier,base,1,0.65,0.95,high,5
ACC-0203,NOTE-0187,driver,base,5,0.65,0.88,high,1
ACC-0203,NOTE-0354,support,base,4,0.7,0.93,high,2
ACC-0203,NOTE-0039,support,base,3,0.55,0.92,high,3
ACC-0203,NOTE-0583,modifier,base,2,0.3,0.8,high,4
ACC-0203,NOTE-0205,modifier,base,1,0.75,0.97,high,5
ACC-0203,NOTE-0476,modifier,base,1,0.7,0.96,high,5
ACC-0204,NOTE-0544,driver,base,5,0.65,0.88,high,1
ACC-0204,NOTE-0455,support,base,4,0.6,0.9,high,2
ACC-0204,NOTE-0408,modifier,base,2,0.55,0.93,high,3
ACC-0204,NOTE-0205,modifier,base,1,0.75,0.97,high,4
ACC-0204,NOTE-0465,modifier,base,1,0.65,0.95,high,4
ACC-0204,NOTE-0580,support,heart,3,0.45,0.85,medium,1
ACC-0205,NOTE-0455,driver,base,5,0.65,0.9,high,1
ACC-0205,NOTE-0021,support,base,4,0.7,0.96,high,2
ACC-0205,NOTE-0039,support,base,3,0.6,0.92,high,3
ACC-0205,NOTE-0399,modifier,base,2,0.55,0.93,high,4
ACC-0205,NOTE-0205,modifier,base,1,0.75,0.97,high,5
ACC-0205,NOTE-0476,modifier,base,1,0.7,0.96,high,5
ACC-0206,NOTE-0469,support,base,3,0.5,0.88,high,1
ACC-0206,NOTE-0205,modifier,base,2,0.75,0.97,high,2
ACC-0206,NOTE-0021,modifier,base,1,0.7,0.96,high,3
ACC-0206,NOTE-0465,modifier,base,1,0.65,0.95,high,3
ACC-0206,NOTE-0040,driver,top,5,0.7,0.94,low,1
ACC-0206,NOTE-0489,support,top,4,0.55,0.9,low,2
ACC-0207,NOTE-0556,driver,base,5,0.55,0.88,high,1
ACC-0207,NOTE-0455,support,base,3,0.6,0.9,high,2
ACC-0207,NOTE-0205,modifier,base,1,0.75,0.97,high,3
ACC-0207,NOTE-0021,modifier,base,1,0.7,0.96,high,3
ACC-0207,NOTE-0465,modifier,base,1,0.65,0.95,high,3
ACC-0207,NOTE-0501,support,heart,4,0.65,0.91,medium,1
ACC-0208,NOTE-0459,driver,base,5,0.7,0.92,high,1
ACC-0208,NOTE-0021,modifier,base,2,0.65,0.96,high,2
ACC-0208,NOTE-0205,modifier,base,1,0.75,0.97,high,3
ACC-0208,NOTE-0465,modifier,base,1,0.65,0.95,high,3
ACC-0208,NOTE-0580,support,heart,4,0.5,0.86,medium,1
ACC-0208,NOTE-0514,support,heart,3,0.45,0.87,medium,2
ACC-0209,NOTE-0021,modifier,base,2,0.65,0.96,high,1
ACC-0209,NOTE-0205,modifier,base,1,0.75,0.97,high,2
ACC-0209,NOTE-0465,modifier,base,1,0.65,0.95,high,2
ACC-0209,NOTE-0040,driver,top,5,0.75,0.94,low,1
ACC-0209,NOTE-0319,support,top,4,0.6,0.92,low,2
ACC-0209,NOTE-0549,support,top,3,0.55,0.9,low,3
ACC-0210,NOTE-0205,support,base,4,0.75,0.97,high,1
ACC-0210,NOTE-0021,support,base,3,0.7,0.96,high,2
ACC-0210,NOTE-0454,modifier,base,2,0.65,0.92,high,3
ACC-0210,NOTE-0465,modifier,base,1,0.65,0.95,high,4
ACC-0210,NOTE-0476,modifier,base,1,0.7,0.96,high,4
ACC-0210,NOTE-0584,driver,top,5,0.65,0.9,low,1
ACC-0211,NOTE-0134,support,base,3,0.55,0.9,high,1
ACC-0211,NOTE-0205,modifier,base,2,0.75,0.97,high,2
ACC-0211,NOTE-0021,modifier,base,1,0.7,0.96,high,3
ACC-0211,NOTE-0465,modifier,base,1,0.65,0.95,high,3
ACC-0211,NOTE-0499,driver,heart,5,0.7,0.93,medium,1
ACC-0211,NOTE-0450,support,heart,4,0.6,0.91,medium,2
ACC-0212,NOTE-0205,driver,base,5,0.8,0.98,high,1
ACC-0212,NOTE-0476,support,base,4,0.75,0.97,high,2
ACC-0212,NOTE-0021,support,base,3,0.7,0.96,high,3
ACC-0212,NOTE-0454,modifier,base,2,0.65,0.92,high,4
ACC-0212,NOTE-0465,modifier,base,1,0.65,0.95,high,5
ACC-0212,NOTE-0354,modifier,base,1,0.6,0.93,high,5
ACC-0213,NOTE-0039,driver,base,5,0.65,0.92,high,1
ACC-0213,NOTE-0455,support,base,4,0.6,0.9,high,2
ACC-0213,NOTE-0187,support,base,3,0.55,0.88,high,3
ACC-0213,NOTE-0456,modifier,base,2,0.5,0.94,high,4
ACC-0213,NOTE-0205,modifier,base,1,0.75,0.97,high,5
ACC-0213,NOTE-0465,modifier,base,1,0.65,0.95,high,5
ACC-0214,NOTE-0471,driver,base,5,0.6,0.78,high,1
ACC-0214,NOTE-0075,support,base,4,0.55,0.76,high,2
ACC-0214,NOTE-0455,support,base,3,0.6,0.88,high,3
ACC-0214,NOTE-0516,modifier,base,2,0.45,0.74,high,4
ACC-0214,NOTE-0205,modifier,base,1,0.7,0.97,high,5
ACC-0214,NOTE-0465,modifier,base,1,0.65,0.95,high,5
ACC-0215,NOTE-0539,driver,base,5,0.7,0.9,high,1
ACC-0215,NOTE-0470,support,base,4,0.65,0.88,high,2
ACC-0215,NOTE-0576,support,base,3,0.55,0.82,high,3
ACC-0215,NOTE-0455,modifier,base,2,0.6,0.89,high,4
ACC-0215,NOTE-0205,modifier,base,1,0.75,0.97,high,5
ACC-0215,NOTE-0465,modifier,base,1,0.65,0.95,high,5
ACC-0216,NOTE-0569,driver,base,5,0.5,0.72,high,1
ACC-0216,NOTE-0570,support,base,4,0.45,0.7,high,2
ACC-0216,NOTE-0455,modifier,base,2,0.6,0.88,high,3
ACC-0216,NOTE-0205,modifier,base,1,0.7,0.97,high,4
ACC-0216,NOTE-0476,modifier,base,1,0.65,0.96,high,4
ACC-0216,NOTE-0559,support,heart,3,0.55,0.8,medium,1
ACC-0217,NOTE-0471,driver,base,5,0.65,0.78,high,1
ACC-0217,NOTE-0472,support,base,4,0.6,0.88,high,2
ACC-0217,NOTE-0075,support,base,3,0.55,0.76,high,3
ACC-0217,NOTE-0453,modifier,base,2,0.65,0.9,high,4
ACC-0217,NOTE-0205,modifier,base,1,0.75,0.97,high,5
ACC-0217,NOTE-0021,modifier,base,1,0.7,0.96,high,5
ACC-0218,NOTE-0539,support,base,3,0.6,0.9,high,1
ACC-0218,NOTE-0205,modifier,base,1,0.75,0.97,high,2
ACC-0218,NOTE-0465,modifier,base,1,0.65,0.95,high,2
ACC-0218,NOTE-0477,driver,heart,5,0.7,0.85,medium,1
ACC-0218,NOTE-0478,support,heart,4,0.65,0.88,medium,2
ACC-0218,NOTE-0577,modifier,heart,2,0.55,0.82,medium,3
ACC-0219,NOTE-0574,driver,base,5,0.65,0.86,high,1
ACC-0219,NOTE-0455,support,base,4,0.7,0.9,high,2
ACC-0219,NOTE-0519,support,base,3,0.55,0.87,high,3
ACC-0219,NOTE-0585,modifier,base,2,0.6,0.89,high,4
ACC-0219,NOTE-0205,modifier,base,1,0.75,0.97,high,5
ACC-0219,NOTE-0465,modifier,base,1,0.65,0.95,high,5
ACC-0220,NOTE-0585,driver,base,5,0.7,0.9,high,1
ACC-0220,NOTE-0455,support,base,4,0.65,0.9,high,2
ACC-0220,NOTE-0516,support,base,3,0.45,0.74,high,3
ACC-0220,NOTE-0586,modifier,base,2,0.65,0.88,high,4
ACC-0220,NOTE-0205,modifier,base,1,0.75,0.97,high,5
ACC-0220,NOTE-0476,modifier,base,1,0.7,0.96,high,5
ACC-0221,NOTE-0573,driver,base,5,0.7,0.88,high,1
ACC-0221,NOTE-0395,support,base,4,0.65,0.89,high,2
ACC-0221,NOTE-0471,support,base,3,0.55,0.82,high,3
ACC-0221,NOTE-0455,modifier,base,2,0.6,0.9,high,4
ACC-0221,NOTE-0205,modifier,base,1,0.75,0.97,high,5
ACC-0221,NOTE-0465,modifier,base,1,0.65,0.95,high,5
ACC-0222,NOTE-0585,modifier,base,2,0.6,0.88,high,1
ACC-0222,NOTE-0205,modifier,base,1,0.75,0.97,high,2
ACC-0222,NOTE-0465,modifier,base,1,0.65,0.95,high,2
ACC-0222,NOTE-0587,driver,heart,5,0.65,0.82,medium,1
ACC-0222,NOTE-0477,support,heart,4,0.6,0.85,medium,2
ACC-0222,NOTE-0588,support,top,3,0.55,0.8,low,1
ACC-0223,NOTE-0453,support,base,4,0.7,0.9,high,1
ACC-0223,NOTE-0452,support,base,3,0.55,0.87,high,2
ACC-0223,NOTE-0454,modifier,base,2,0.65,0.92,high,3
ACC-0223,NOTE-0205,modifier,base,1,0.75,0.97,high,4
ACC-0223,NOTE-0476,modifier,base,1,0.7,0.96,high,4
ACC-0223,NOTE-0589,driver,heart,5,0.6,0.83,medium,1
ACC-0224,NOTE-0585,support,base,4,0.65,0.89,high,1
ACC-0224,NOTE-0586,modifier,base,2,0.7,0.88,high,2
ACC-0224,NOTE-0205,modifier,base,1,0.75,0.97,high,3
ACC-0224,NOTE-0465,modifier,base,1,0.65,0.95,high,3
ACC-0224,NOTE-0587,driver,heart,5,0.65,0.82,medium,1
ACC-0224,NOTE-0116,support,heart,3,0.55,0.86,medium,2
ACC-0225,NOTE-0452,driver,base,5,0.65,0.9,high,1
ACC-0225,NOTE-0453,support,base,4,0.7,0.91,high,2
ACC-0225,NOTE-0585,support,base,3,0.65,0.89,high,3
ACC-0225,NOTE-0205,modifier,base,1,0.75,0.97,high,4
ACC-0225,NOTE-0476,modifier,base,1,0.7,0.96,high,4
ACC-0225,NOTE-0590,modifier,heart,2,0.45,0.78,medium,1
ACC-0226,NOTE-0585,support,base,4,0.65,0.89,high,1
ACC-0226,NOTE-0586,support,base,3,0.7,0.88,high,2
ACC-0226,NOTE-0455,modifier,base,2,0.55,0.9,high,3
ACC-0226,NOTE-0205,modifier,base,1,0.75,0.97,high,4
ACC-0226,NOTE-0465,modifier,base,1,0.65,0.95,high,4
ACC-0226,NOTE-0591,driver,heart,5,0.45,0.7,medium,1
ACC-0227,NOTE-0583,support,base,3,0.3,0.78,high,1
ACC-0227,NOTE-0585,support,base,3,0.65,0.89,high,1
ACC-0227,NOTE-0187,modifier,base,2,0.55,0.88,high,2
ACC-0227,NOTE-0205,modifier,base,1,0.75,0.97,high,3
ACC-0227,NOTE-0465,modifier,base,1,0.65,0.95,high,3
ACC-0227,NOTE-0587,driver,heart,5,0.6,0.8,medium,1
ACC-0228,NOTE-0569,support,base,4,0.45,0.7,high,1
ACC-0228,NOTE-0585,support,base,3,0.65,0.88,high,2
ACC-0228,NOTE-0205,modifier,base,1,0.75,0.97,high,3
ACC-0228,NOTE-0465,modifier,base,1,0.65,0.95,high,3
ACC-0228,NOTE-0587,driver,heart,5,0.65,0.78,medium,1
ACC-0228,NOTE-0559,modifier,heart,2,0.55,0.8,medium,2
ACC-0229,NOTE-0556,support,base,4,0.55,0.86,high,1
ACC-0229,NOTE-0579,support,base,3,0.3,0.78,high,2
ACC-0229,NOTE-0455,modifier,base,2,0.55,0.9,high,3
ACC-0229,NOTE-0205,modifier,base,1,0.75,0.97,high,4
ACC-0229,NOTE-0476,modifier,base,1,0.7,0.96,high,4
ACC-0229,NOTE-0589,driver,heart,5,0.6,0.8,medium,1
ACC-0230,NOTE-0570,support,base,4,0.45,0.7,high,1
ACC-0230,NOTE-0585,support,base,3,0.65,0.88,high,2
ACC-0230,NOTE-0516,modifier,base,2,0.45,0.74,high,3
ACC-0230,NOTE-0205,modifier,base,1,0.75,0.97,high,4
ACC-0230,NOTE-0465,modifier,base,1,0.65,0.95,high,4
ACC-0230,NOTE-0587,driver,heart,5,0.65,0.76,medium,1
ACC-0231,NOTE-0569,support,base,4,0.45,0.72,high,1
ACC-0231,NOTE-0452,support,base,3,0.55,0.87,high,2
ACC-0231,NOTE-0586,modifier,base,2,0.7,0.88,high,3
ACC-0231,NOTE-0205,modifier,base,1,0.75,0.97,high,4
ACC-0231,NOTE-0476,modifier,base,1,0.7,0.96,high,4
ACC-0231,NOTE-0591,driver,heart,5,0.45,0.7,medium,1
ACC-0232,NOTE-0583,support,base,3,0.3,0.78,high,1
ACC-0232,NOTE-0516,support,base,3,0.45,0.74,high,1
ACC-0232,NOTE-0187,modifier,base,2,0.55,0.88,high,2
ACC-0232,NOTE-0205,modifier,base,1,0.75,0.97,high,3
ACC-0232,NOTE-0465,modifier,base,1,0.65,0.95,high,3
ACC-0232,NOTE-0587,driver,heart,5,0.6,0.78,medium,1
ACC-0233,NOTE-0585,support,base,4,0.65,0.89,high,1
ACC-0233,NOTE-0476,support,base,3,0.7,0.96,high,2
ACC-0233,NOTE-0570,modifier,base,2,0.45,0.72,high,3
ACC-0233,NOTE-0205,modifier,base,1,0.75,0.97,high,4
ACC-0233,NOTE-0465,modifier,base,1,0.65,0.95,high,4
ACC-0233,NOTE-0591,driver,heart,5,0.45,0.7,medium,1
ACC-0234,NOTE-0592,driver,top,5,0.7,0.92,low,1
ACC-0235,NOTE-0205,modifier,base,2,0.75,0.97,high,1
ACC-0235,NOTE-0465,modifier,base,1,0.65,0.95,high,2
ACC-0235,NOTE-0021,modifier,base,1,0.7,0.96,high,2
ACC-0235,NOTE-0593,support,heart,3,0.35,0.9,medium,1
ACC-0236,NOTE-0205,modifier,base,2,0.75,0.97,high,1
ACC-0236,NOTE-0465,modifier,base,1,0.65,0.95,high,2
ACC-0236,NOTE-0477,support,heart,4,0.55,0.85,medium,1
ACC-0236,NOTE-0594,driver,top,5,0.65,0.88,low,1
ACC-0236,NOTE-0588,support,top,3,0.5,0.8,low,2
ACC-0237,NOTE-0585,support,base,3,0.65,0.89,high,1
ACC-0237,NOTE-0205,modifier,base,2,0.75,0.97,high,2
ACC-0237,NOTE-0465,modifier,base,1,0.65,0.95,high,3
ACC-0237,NOTE-0595,driver,heart,5,0.65,0.9,medium,1
ACC-0237,NOTE-0596,support,heart,4,0.55,0.88,medium,2
ACC-0238,NOTE-0408,support,base,3,0.55,0.93,high,1
ACC-0238,NOTE-0205,modifier,base,2,0.75,0.97,high,2
ACC-0238,NOTE-0465,modifier,base,1,0.65,0.95,high,3
ACC-0238,NOTE-0597,driver,heart,5,0.65,0.92,medium,1
ACC-0238,NOTE-0598,support,heart,4,0.6,0.9,medium,2
ACC-0239,NOTE-0205,modifier,base,2,0.75,0.97,high,1
ACC-0239,NOTE-0465,modifier,base,1,0.65,0.95,high,2
ACC-0239,NOTE-0599,driver,top,5,0.65,0.88,low,1
ACC-0239,NOTE-0175,support,top,4,0.7,0.9,low,2
ACC-0239,NOTE-0588,support,top,3,0.55,0.8,low,3
ACC-0240,NOTE-0205,modifier,base,2,0.75,0.97,high,1
ACC-0240,NOTE-0465,modifier,base,1,0.65,0.95,high,2
ACC-0240,NOTE-0602,support,heart,3,0.55,0.86,medium,1
ACC-0240,NOTE-0600,driver,top,5,0.65,0.88,low,1
ACC-0240,NOTE-0601,support,top,4,0.6,0.87,low,2
ACC-0241,NOTE-0205,modifier,base,2,0.75,0.97,high,1
ACC-0241,NOTE-0465,modifier,base,1,0.65,0.95,high,2
ACC-0241,NOTE-0584,driver,top,5,0.7,0.9,low,1
ACC-0241,NOTE-0533,support,top,4,0.55,0.88,low,2
ACC-0241,NOTE-0592,support,top,3,0.6,0.9,low,3
ACC-0242,NOTE-0354,support,base,3,0.65,0.94,high,1
ACC-0242,NOTE-0205,modifier,base,2,0.75,0.97,high,2
ACC-0242,NOTE-0465,modifier,base,1,0.65,0.95,high,3
ACC-0242,NOTE-0603,driver,heart,5,0.6,0.92,medium,1
ACC-0242,NOTE-0518,support,heart,4,0.55,0.9,medium,2
ACC-0243,NOTE-0455,support,base,3,0.75,0.85,medium,1
ACC-0243,NOTE-0458,modifier,base,2,0.65,0.85,medium,2
ACC-0243,NOTE-0021,support,base,2,0.7,0.95,high,2
ACC-0243,NOTE-0349,driver,heart,5,0.95,0.8,high,1
ACC-0243,NOTE-0501,support,heart,3,0.8,0.85,high,2
ACC-0243,NOTE-0605,driver,heart/base,4,0.85,0.8,high,1
ACC-0244,NOTE-0604,driver,base,4,0.85,0.8,medium,1
ACC-0244,NOTE-0525,support,base,3,0.75,0.8,medium,2
ACC-0244,NOTE-0607,modifier,base,2,0.6,0.75,medium,3
ACC-0244,NOTE-0455,support,base,2,0.65,0.85,medium,3
ACC-0244,NOTE-0501,driver,heart,5,0.95,0.9,high,1
ACC-0244,NOTE-0349,support,heart,3,0.7,0.8,high,2
ACC-0245,NOTE-0003,driver,base,5,0.9,0.75,medium,1
ACC-0245,NOTE-0604,support,base,3,0.75,0.8,medium,2
ACC-0245,NOTE-0021,modifier,base,2,0.7,0.95,high,3
ACC-0245,NOTE-0455,modifier,base,2,0.65,0.85,medium,3
ACC-0245,NOTE-0501,driver,heart,5,0.95,0.9,high,1
ACC-0245,NOTE-0349,support,heart,3,0.8,0.8,high,2
ACC-0246,NOTE-0606,support,base,3,0.8,0.8,medium,1
ACC-0246,NOTE-0485,support,base,3,0.75,0.75,medium,1
ACC-0246,NOTE-0021,modifier,base,2,0.65,0.95,high,2
ACC-0246,NOTE-0455,support,base,2,0.7,0.85,medium,2
ACC-0246,NOTE-0349,driver,heart,4,0.85,0.8,high,1
ACC-0246,NOTE-0605,driver,heart/base,5,0.9,0.8,high,1
ACC-0247,NOTE-0604,driver,base,5,0.95,0.8,medium,1
ACC-0247,NOTE-0515,support,base,4,0.8,0.85,high,2
ACC-0247,NOTE-0453,support,base,3,0.75,0.85,high,3
ACC-0247,NOTE-0455,support,base,3,0.7,0.85,medium,3
ACC-0247,NOTE-0452,modifier,base,2,0.6,0.85,medium,4
ACC-0247,NOTE-0525,support,base,2,0.65,0.8,medium,4
ACC-0248,NOTE-0453,driver,base,5,0.95,0.85,high,1
ACC-0248,NOTE-0586,support,base,4,0.8,0.85,high,2
ACC-0248,NOTE-0525,support,base,3,0.75,0.8,medium,3
ACC-0248,NOTE-0454,support,base,3,0.7,0.9,high,3
ACC-0248,NOTE-0021,modifier,base,2,0.65,0.95,high,4
ACC-0248,NOTE-0205,modifier,base,2,0.6,0.95,high,4
ACC-0249,NOTE-0021,driver,base,5,0.95,0.95,high,1
ACC-0249,NOTE-0505,driver,base,4,0.85,0.95,high,2
ACC-0249,NOTE-0455,support,base,3,0.8,0.85,medium,3
ACC-0249,NOTE-0456,support,base,3,0.75,0.95,high,3
ACC-0249,NOTE-0608,modifier,base,2,0.65,0.9,high,4
ACC-0249,NOTE-0087,support,base,2,0.7,0.9,high,4
ACC-0250,NOTE-0609,driver,base,5,0.85,0.75,medium,1
ACC-0250,NOTE-0610,driver,base,4,0.8,0.7,medium,2
ACC-0250,NOTE-0611,support,base,3,0.75,0.75,medium,3
ACC-0250,NOTE-0046,support,base,3,0.7,0.75,medium,3
ACC-0250,NOTE-0455,support,base,2,0.65,0.85,medium,4
ACC-0250,NOTE-0349,modifier,heart,2,0.6,0.8,high,1
ACC-0251,NOTE-0455,driver,base,5,0.95,0.85,medium,1
ACC-0251,NOTE-0457,driver,base,4,0.9,0.9,high,2
ACC-0251,NOTE-0606,support,base,3,0.8,0.8,medium,3
ACC-0251,NOTE-0284,support,base,3,0.75,0.85,medium,3
ACC-0251,NOTE-0021,modifier,base,2,0.7,0.95,high,4
ACC-0251,NOTE-0456,support,base,2,0.85,0.95,high,4
ACC-0252,NOTE-0455,driver,base,5,0.95,0.85,medium,1
ACC-0252,NOTE-0456,driver,base,4,0.9,0.95,high,2
ACC-0252,NOTE-0457,support,base,3,0.85,0.9,high,3
ACC-0252,NOTE-0496,modifier,base,2,0.65,0.9,high,4
ACC-0252,NOTE-0604,support,base,2,0.7,0.8,medium,4
ACC-0252,NOTE-0612,support,heart,3,0.75,0.8,medium,1
ACC-0253,NOTE-0606,support,base,3,0.75,0.8,medium,1
ACC-0253,NOTE-0455,support,base,3,0.7,0.85,medium,1
ACC-0253,NOTE-0612,driver,heart,5,0.85,0.8,medium,1
ACC-0253,NOTE-0349,driver,heart,4,0.8,0.8,high,2
ACC-0253,NOTE-0513,modifier,heart,2,0.6,0.8,medium,3
ACC-0253,NOTE-0514,support,heart,2,0.65,0.85,high,3
ACC-0254,NOTE-0519,driver,base,5,0.9,0.85,high,1
ACC-0254,NOTE-0046,driver,base,4,0.8,0.75,medium,2
ACC-0254,NOTE-0496,support,base,3,0.85,0.9,high,3
ACC-0254,NOTE-0606,support,base,3,0.75,0.8,medium,3
ACC-0254,NOTE-0455,modifier,base,2,0.7,0.85,medium,4
ACC-0254,NOTE-0456,support,base,2,0.8,0.95,high,4
ACC-0255,NOTE-0614,driver,base,4,0.85,0.8,medium,1
ACC-0255,NOTE-0606,support,base,3,0.75,0.8,medium,2
ACC-0255,NOTE-0455,support,base,3,0.8,0.85,medium,2
ACC-0255,NOTE-0453,modifier,base,2,0.65,0.85,high,3
ACC-0255,NOTE-0454,support,base,2,0.7,0.9,high,3
ACC-0255,NOTE-0613,driver,heart/base,5,0.95,0.85,high,1
ACC-0256,NOTE-0454,driver,base,5,0.95,0.95,high,1
ACC-0256,NOTE-0453,driver,base,4,0.85,0.85,high,2
ACC-0256,NOTE-0525,support,base,3,0.75,0.8,medium,3
ACC-0256,NOTE-0021,support,base,3,0.7,0.95,high,3
ACC-0256,NOTE-0205,modifier,base,2,0.65,0.95,high,4
ACC-0256,NOTE-0462,modifier,base,2,0.6,0.85,high,4
ACC-0257,NOTE-0003,driver,base,5,0.9,0.75,medium,1
ACC-0257,NOTE-0455,driver,base,4,0.85,0.85,medium,2
ACC-0257,NOTE-0021,support,base,3,0.8,0.95,high,3
ACC-0257,NOTE-0604,support,base,3,0.75,0.8,medium,3
ACC-0257,NOTE-0456,support,base,2,0.7,0.95,high,4
ACC-0257,NOTE-0349,modifier,heart,2,0.65,0.8,high,1
ACC-0258,NOTE-0003,driver,base,5,0.9,0.75,medium,1
ACC-0258,NOTE-0604,support,base,3,0.75,0.8,medium,2
ACC-0258,NOTE-0349,driver,heart,4,0.85,0.8,high,1
ACC-0258,NOTE-0612,support,heart,3,0.7,0.8,medium,2
ACC-0258,NOTE-0501,modifier,heart,2,0.6,0.85,high,3
ACC-0258,NOTE-0550,support,top/heart,2,0.65,0.9,high,1
ACC-0259,NOTE-0003,driver,base,5,0.85,0.75,medium,1
ACC-0259,NOTE-0021,modifier,base,2,0.6,0.95,high,2
ACC-0259,NOTE-0604,support,base,2,0.65,0.8,medium,2
ACC-0259,NOTE-0501,driver,heart,5,0.95,0.9,high,1
ACC-0259,NOTE-0492,support,heart,3,0.75,0.85,high,2
ACC-0259,NOTE-0349,support,heart,3,0.7,0.8,high,2
ACC-0260,NOTE-0452,driver,base,5,0.9,0.8,medium,1
