Accord_ID,Accord_Name,Accord_Category,Note_ID,Note_Name,Note_Role,Layer,Importance_Weight,Typical_Presence,Blend_Compatibility,Stability_Class
ACC-0162,Dry Spice Woods,Dry Woody Spicy,NOTE-0459,Cedarwood Virginia,Support,Base,4,0.75,0.92,High
ACC-0162,Dry Spice Woods,Dry Woody Spicy,NOTE-0453,Vetiver Haiti,Support,Base,3,0.7,0.9,High
ACC-0162,Dry Spice Woods,Dry Woody Spicy,NOTE-0205,Iso E Super,Modifier,Base,2,0.8,0.97,High
ACC-0162,Dry Spice Woods,Dry Woody Spicy,NOTE-0021,Ambroxan,Modifier,Base,1,0.75,0.96,High
ACC-0162,Dry Spice Woods,Dry Woody Spicy,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0163,Oriental Amber Spice,Amber Spicy,NOTE-0455,Labdanum Absolute,Driver,Base,5,0.75,0.91,High
ACC-0163,Oriental Amber Spice,Amber Spicy,NOTE-0457,Benzoin Siam,Support,Base,4,0.7,0.92,High
ACC-0163,Oriental Amber Spice,Amber Spicy,NOTE-0512,Cinnamon Bark Oil,Support,Heart,3,0.65,0.86,Medium
ACC-0163,Oriental Amber Spice,Amber Spicy,NOTE-0513,Clove Bud Oil,Modifier,Heart,2,0.6,0.84,Medium
ACC-0163,Oriental Amber Spice,Amber Spicy,NOTE-0456,Vanillin,Modifier,Base,1,0.65,0.93,Medium
ACC-0163,Oriental Amber Spice,Amber Spicy,NOTE-0465,Musk Ketone,Modifier,Base,1,0.7,0.95,High
ACC-0164,Floral Cardamom,Floral Spicy,NOTE-0550,Cardamom Oil,Driver,Top,5,0.8,0.93,Low
ACC-0164,Floral Cardamom,Floral Spicy,NOTE-0493,Orange Blossom Absolute,Support,Heart,4,0.7,0.91,Medium
ACC-0164,Floral Cardamom,Floral Spicy,NOTE-0193,Hedione,Support,Heart,3,0.85,0.96,Medium
ACC-0164,Floral Cardamom,Floral Spicy,NOTE-0449,Bergamot Oil,Modifier,Top,2,0.9,0.94,Low
ACC-0164,Floral Cardamom,Floral Spicy,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.96,High
ACC-0164,Floral Cardamom,Floral Spicy,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0165,Spiced Rose,Floral Spicy,NOTE-0501,Rose Absolute,Driver,Heart,5,0.75,0.92,Medium
ACC-0165,Spiced Rose,Floral Spicy,NOTE-0488,Pink Pepper CO₂,Support,Top,4,0.7,0.91,Low
ACC-0165,Spiced Rose,Floral Spicy,NOTE-0548,Clove Oil,Support,Heart,3,0.6,0.85,Medium
ACC-0165,Spiced Rose,Floral Spicy,NOTE-0458,Patchouli Alcohol,Modifier,Base,2,0.65,0.9,High
ACC-0165,Spiced Rose,Floral Spicy,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.96,High
ACC-0165,Spiced Rose,Floral Spicy,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0166,Ginger Citrus Spice,Fresh Spicy,NOTE-0549,Ginger CO₂,Driver,Top,5,0.85,0.93,Low
ACC-0166,Ginger Citrus Spice,Fresh Spicy,NOTE-0490,Lemon Oil,Support,Top,4,0.9,0.94,Low
ACC-0166,Ginger Citrus Spice,Fresh Spicy,NOTE-0449,Bergamot Oil,Support,Top,3,0.88,0.94,Low
ACC-0166,Ginger Citrus Spice,Fresh Spicy,NOTE-0550,Cardamom Oil,Modifier,Top,2,0.75,0.92,Low
ACC-0166,Ginger Citrus Spice,Fresh Spicy,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.96,High
ACC-0166,Ginger Citrus Spice,Fresh Spicy,NOTE-0021,Ambroxan,Modifier,Base,1,0.65,0.95,High
ACC-0167,Sweet Amber Vanilla,Sweet Amber,NOTE-0456,Vanillin,Driver,Base,5,0.85,0.94,Medium
ACC-0167,Sweet Amber Vanilla,Sweet Amber,NOTE-0457,Benzoin Siam,Support,Base,4,0.75,0.92,High
ACC-0167,Sweet Amber Vanilla,Sweet Amber,NOTE-0455,Labdanum Absolute,Support,Base,3,0.7,0.91,High
ACC-0167,Sweet Amber Vanilla,Sweet Amber,NOTE-0496,Tonka Bean Absolute,Modifier,Base,2,0.65,0.9,High
ACC-0167,Sweet Amber Vanilla,Sweet Amber,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.96,High
ACC-0167,Sweet Amber Vanilla,Sweet Amber,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0168,Aromatic Pepper,Aromatic Spicy,NOTE-0554,Black Pepper Oil,Driver,Top,5,0.8,0.91,Low
ACC-0168,Aromatic Pepper,Aromatic Spicy,NOTE-0499,Lavender Oil,Support,Top,4,0.85,0.93,Medium
ACC-0168,Aromatic Pepper,Aromatic Spicy,NOTE-0450,Geranium Oil,Support,Heart,3,0.75,0.92,Medium
ACC-0168,Aromatic Pepper,Aromatic Spicy,NOTE-0453,Vetiver Haiti,Modifier,Base,2,0.7,0.9,High
ACC-0168,Aromatic Pepper,Aromatic Spicy,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.96,High
ACC-0168,Aromatic Pepper,Aromatic Spicy,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0169,Exotic Spice Market,Oriental Spicy,NOTE-0514,Nutmeg Oil,Driver,Heart,5,0.7,0.86,Medium
ACC-0169,Exotic Spice Market,Oriental Spicy,NOTE-0546,Cinnamon Leaf Oil,Support,Heart,4,0.65,0.84,Medium
ACC-0169,Exotic Spice Market,Oriental Spicy,NOTE-0513,Clove Bud Oil,Support,Heart,3,0.6,0.82,Medium
ACC-0169,Exotic Spice Market,Oriental Spicy,NOTE-0457,Benzoin Siam,Modifier,Base,2,0.55,0.89,High
ACC-0169,Exotic Spice Market,Oriental Spicy,NOTE-0455,Labdanum Absolute,Modifier,Base,1,0.5,0.88,High
ACC-0169,Exotic Spice Market,Oriental Spicy,NOTE-0465,Musk Ketone,Modifier,Base,1,0.6,0.94,High
ACC-0170,Salty Marine,Marine,NOTE-0497,Calone,Driver,Top,5,0.8,0.88,Low
ACC-0170,Salty Marine,Marine,NOTE-0475,Seaweed Absolute,Support,Heart,4,0.65,0.82,Medium
ACC-0170,Salty Marine,Marine,NOTE-0473,Ambergris Accord,Support,Base,3,0.7,0.9,High
ACC-0170,Salty Marine,Marine,NOTE-0449,Bergamot Oil,Modifier,Top,2,0.85,0.93,Low
ACC-0170,Salty Marine,Marine,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.96,High
ACC-0170,Salty Marine,Marine,NOTE-0476,Habanolide,Modifier,Base,1,0.65,0.95,High
ACC-0171,Mineral Ozone,Mineral,NOTE-0464,Aldehyde C-12 MNA,Driver,Top,5,0.75,0.86,Low
ACC-0171,Mineral Ozone,Mineral,NOTE-0561,Ozonic Accord,Support,Top,4,0.7,0.85,Low
ACC-0171,Mineral Ozone,Mineral,NOTE-0488,Pink Pepper CO₂,Support,Top,3,0.7,0.89,Low
ACC-0171,Mineral Ozone,Mineral,NOTE-0021,Ambroxan,Modifier,Base,2,0.75,0.95,High
ACC-0171,Mineral Ozone,Mineral,NOTE-0205,Iso E Super,Modifier,Base,1,0.8,0.97,High
ACC-0171,Mineral Ozone,Mineral,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0172,Green Tea Steam,Tea,NOTE-0562,Green Tea Absolute,Driver,Heart,5,0.7,0.91,Medium
ACC-0172,Green Tea Steam,Tea,NOTE-0467,Mate Absolute,Support,Heart,4,0.65,0.88,Medium
ACC-0172,Green Tea Steam,Tea,NOTE-0449,Bergamot Oil,Support,Top,3,0.85,0.94,Low
ACC-0172,Green Tea Steam,Tea,NOTE-0193,Hedione,Modifier,Heart,2,0.8,0.96,Medium
ACC-0172,Green Tea Steam,Tea,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.96,High
ACC-0172,Green Tea Steam,Tea,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0173,Milky Cereal,Lactonic,NOTE-0563,Milk Lactone,Driver,Heart,5,0.7,0.88,Medium
ACC-0173,Milky Cereal,Lactonic,NOTE-0564,Rice Accord,Support,Heart,4,0.65,0.86,Medium
ACC-0173,Milky Cereal,Lactonic,NOTE-0408,Vanilla Absolute,Support,Base,3,0.7,0.92,Medium
ACC-0173,Milky Cereal,Lactonic,NOTE-0496,Tonka Bean Absolute,Modifier,Base,2,0.6,0.91,High
ACC-0173,Milky Cereal,Lactonic,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.96,High
ACC-0173,Milky Cereal,Lactonic,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0174,Powdery Makeup,Powdery,NOTE-0527,Orris Butter,Driver,Base,5,0.65,0.9,High
ACC-0174,Powdery Makeup,Powdery,NOTE-0484,Heliotropin,Support,Heart,4,0.6,0.88,Medium
ACC-0174,Powdery Makeup,Powdery,NOTE-0565,Violet Ionone,Support,Heart,3,0.65,0.89,Medium
ACC-0174,Powdery Makeup,Powdery,NOTE-0501,Rose Absolute,Modifier,Heart,2,0.6,0.91,Medium
ACC-0174,Powdery Makeup,Powdery,NOTE-0465,Musk Ketone,Modifier,Base,1,0.7,0.95,High
ACC-0174,Powdery Makeup,Powdery,NOTE-0205,Iso E Super,Modifier,Base,1,0.65,0.96,High
ACC-0175,Suede Soft Leather,Leather,NOTE-0556,Suederal,Driver,Base,5,0.7,0.89,High
ACC-0175,Suede Soft Leather,Leather,NOTE-0485,IsoButyl Quinoline,Support,Base,4,0.6,0.85,High
ACC-0175,Suede Soft Leather,Leather,NOTE-0555,Saffron Accord,Support,Heart,3,0.65,0.9,Medium
ACC-0175,Suede Soft Leather,Leather,NOTE-0481,Orris Concrete,Modifier,Heart,2,0.6,0.88,Medium
ACC-0175,Suede Soft Leather,Leather,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.96,High
ACC-0175,Suede Soft Leather,Leather,NOTE-0476,Habanolide,Modifier,Base,1,0.65,0.95,High
ACC-0176,Boozy Vanilla,Boozy,NOTE-0566,Rum CO₂ Extract,Driver,Heart,5,0.7,0.9,Medium
ACC-0176,Boozy Vanilla,Boozy,NOTE-0408,Vanilla Absolute,Support,Base,4,0.75,0.93,Medium
ACC-0176,Boozy Vanilla,Boozy,NOTE-0457,Benzoin Siam,Support,Base,3,0.65,0.91,High
ACC-0176,Boozy Vanilla,Boozy,NOTE-0567,Oakwood Extract,Modifier,Base,2,0.6,0.88,High
ACC-0176,Boozy Vanilla,Boozy,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.96,High
ACC-0176,Boozy Vanilla,Boozy,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0177,Green Vegetal,Green,NOTE-0477,Galbanum Resin,Driver,Top,5,0.75,0.87,Medium
ACC-0177,Green Vegetal,Green,NOTE-0568,Tomato Leaf Accord,Support,Top,4,0.65,0.85,Low
ACC-0177,Green Vegetal,Green,NOTE-0532,cis-3-Hexenol,Support,Top,3,0.7,0.88,Low
ACC-0177,Green Vegetal,Green,NOTE-0557,Basil Oil,Modifier,Top,2,0.8,0.92,Low
ACC-0177,Green Vegetal,Green,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.96,High
ACC-0177,Green Vegetal,Green,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0178,Dirty Leather,Animalic Leather,NOTE-0485,IsoButyl Quinoline,Driver,Base,5,0.65,0.82,High
ACC-0178,Dirty Leather,Animalic Leather,NOTE-0471,Birch Tar Rectified,Support,Base,4,0.6,0.8,High
ACC-0178,Dirty Leather,Animalic Leather,NOTE-0516,Castoreum Replacer,Support,Base,3,0.55,0.78,High
ACC-0178,Dirty Leather,Animalic Leather,NOTE-0455,Labdanum Absolute,Modifier,Base,2,0.6,0.88,High
ACC-0178,Dirty Leather,Animalic Leather,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.96,High
ACC-0178,Dirty Leather,Animalic Leather,NOTE-0476,Habanolide,Modifier,Base,1,0.65,0.95,High
ACC-0179,Smoky Church Incense,Resinous Smoky,NOTE-0539,Frankincense Resin,Driver,Base,5,0.75,0.9,High
ACC-0179,Smoky Church Incense,Resinous Smoky,NOTE-0470,Myrrh Absolute,Support,Base,4,0.65,0.88,High
ACC-0179,Smoky Church Incense,Resinous Smoky,NOTE-0471,Birch Tar Rectified,Support,Base,3,0.55,0.84,High
ACC-0179,Smoky Church Incense,Resinous Smoky,NOTE-0455,Labdanum Absolute,Modifier,Base,2,0.6,0.89,High
ACC-0179,Smoky Church Incense,Resinous Smoky,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.96,High
ACC-0179,Smoky Church Incense,Resinous Smoky,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0180,Animalic Musk,Animalic,NOTE-0569,Civet Replacer,Driver,Base,5,0.55,0.8,High
ACC-0180,Animalic Musk,Animalic,NOTE-0516,Castoreum Replacer,Support,Base,4,0.5,0.78,High
ACC-0180,Animalic Musk,Animalic,NOTE-0570,Costus Root,Support,Base,3,0.45,0.75,High
ACC-0180,Animalic Musk,Animalic,NOTE-0455,Labdanum Absolute,Modifier,Base,2,0.6,0.88,High
ACC-0180,Animalic Musk,Animalic,NOTE-0476,Habanolide,Modifier,Base,1,0.7,0.96,High
ACC-0180,Animalic Musk,Animalic,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0181,Burnt Wood Smoke,Smoky Woody,NOTE-0472,Guaiac Wood Oil,Driver,Base,5,0.7,0.88,High
ACC-0181,Burnt Wood Smoke,Smoky Woody,NOTE-0075,Cade Oil,Support,Base,4,0.6,0.82,High
ACC-0181,Burnt Wood Smoke,Smoky Woody,NOTE-0471,Birch Tar Rectified,Support,Base,3,0.55,0.8,High
ACC-0181,Burnt Wood Smoke,Smoky Woody,NOTE-0453,Vetiver Haiti,Modifier,Base,2,0.65,0.9,High
ACC-0181,Burnt Wood Smoke,Smoky Woody,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0181,Burnt Wood Smoke,Smoky Woody,NOTE-0021,Ambroxan,Modifier,Base,1,0.7,0.96,High
ACC-0182,Dark Resin Amber,Resinous Amber,NOTE-0455,Labdanum Absolute,Driver,Base,5,0.75,0.92,High
ACC-0182,Dark Resin Amber,Resinous Amber,NOTE-0457,Benzoin Siam,Support,Base,4,0.7,0.91,High
ACC-0182,Dark Resin Amber,Resinous Amber,NOTE-0309,Peru Balsam,Support,Base,3,0.65,0.89,High
ACC-0182,Dark Resin Amber,Resinous Amber,NOTE-0408,Vanilla Absolute,Modifier,Base,2,0.6,0.9,Medium
ACC-0182,Dark Resin Amber,Resinous Amber,NOTE-0458,Patchouli Alcohol,Modifier,Base,1,0.55,0.88,High
ACC-0182,Dark Resin Amber,Resinous Amber,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0183,Incense Leather,Resinous Leather,NOTE-0571,Olibanum CO₂,Driver,Base,5,0.7,0.9,High
ACC-0183,Incense Leather,Resinous Leather,NOTE-0556,Suederal,Support,Base,4,0.65,0.88,High
ACC-0183,Incense Leather,Resinous Leather,NOTE-0485,IsoButyl Quinoline,Support,Base,3,0.55,0.83,High
ACC-0183,Incense Leather,Resinous Leather,NOTE-0455,Labdanum Absolute,Modifier,Base,2,0.6,0.89,High
ACC-0183,Incense Leather,Resinous Leather,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.96,High
ACC-0183,Incense Leather,Resinous Leather,NOTE-0476,Habanolide,Modifier,Base,1,0.65,0.95,High
ACC-0184,Dark Oud Smoke,Smoky Oud,NOTE-0525,Cypriol Oil,Driver,Base,5,0.7,0.88,High
ACC-0184,Dark Oud Smoke,Smoky Oud,NOTE-0296,Oud Accord,Support,Base,4,0.65,0.87,High
ACC-0184,Dark Oud Smoke,Smoky Oud,NOTE-0471,Birch Tar Rectified,Support,Base,3,0.55,0.82,High
ACC-0184,Dark Oud Smoke,Smoky Oud,NOTE-0458,Patchouli Alcohol,Modifier,Base,2,0.6,0.89,High
ACC-0184,Dark Oud Smoke,Smoky Oud,NOTE-0021,Ambroxan,Modifier,Base,1,0.7,0.96,High
ACC-0184,Dark Oud Smoke,Smoky Oud,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0185,Ashy Fireplace,Smoky,NOTE-0075,Cade Oil,Driver,Base,5,0.65,0.82,High
ACC-0185,Ashy Fireplace,Smoky,NOTE-0572,Guaiacol,Support,Base,4,0.6,0.8,High
ACC-0185,Ashy Fireplace,Smoky,NOTE-0471,Birch Tar Rectified,Support,Base,3,0.55,0.78,High
ACC-0185,Ashy Fireplace,Smoky,NOTE-0455,Labdanum Absolute,Modifier,Base,2,0.6,0.89,High
ACC-0185,Ashy Fireplace,Smoky,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0185,Ashy Fireplace,Smoky,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0186,Dark Animalic Amber,Animalic Amber,NOTE-0516,Castoreum Replacer,Driver,Base,5,0.55,0.8,High
ACC-0186,Dark Animalic Amber,Animalic Amber,NOTE-0455,Labdanum Absolute,Support,Base,4,0.7,0.9,High
ACC-0186,Dark Animalic Amber,Animalic Amber,NOTE-0457,Benzoin Siam,Support,Base,3,0.65,0.91,High
ACC-0186,Dark Animalic Amber,Animalic Amber,NOTE-0458,Patchouli Alcohol,Modifier,Base,2,0.6,0.89,High
ACC-0186,Dark Animalic Amber,Animalic Amber,NOTE-0476,Habanolide,Modifier,Base,1,0.7,0.96,High
ACC-0186,Dark Animalic Amber,Animalic Amber,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0187,Resinous Balsamic Smoke,Balsamic Smoky,NOTE-0309,Peru Balsam,Driver,Base,5,0.7,0.9,High
ACC-0187,Resinous Balsamic Smoke,Balsamic Smoky,NOTE-0395,Tolu Balsam,Support,Base,4,0.65,0.89,High
ACC-0187,Resinous Balsamic Smoke,Balsamic Smoky,NOTE-0573,Styrax Resin,Support,Base,3,0.6,0.87,High
ACC-0187,Resinous Balsamic Smoke,Balsamic Smoky,NOTE-0471,Birch Tar Rectified,Modifier,Base,2,0.55,0.82,High
ACC-0187,Resinous Balsamic Smoke,Balsamic Smoky,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.96,High
ACC-0187,Resinous Balsamic Smoke,Balsamic Smoky,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0188,Feral Skin,Animalic,NOTE-0569,Civet Replacer,Driver,Base,5,0.5,0.78,High
ACC-0188,Feral Skin,Animalic,NOTE-0570,Costus Root,Support,Base,4,0.45,0.74,High
ACC-0188,Feral Skin,Animalic,NOTE-0559,Cumin Seed Oil,Support,Heart,3,0.55,0.8,Medium
ACC-0188,Feral Skin,Animalic,NOTE-0455,Labdanum Absolute,Modifier,Base,2,0.6,0.88,High
ACC-0188,Feral Skin,Animalic,NOTE-0476,Habanolide,Modifier,Base,1,0.7,0.96,High
ACC-0188,Feral Skin,Animalic,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0189,Dark Honey Resin,Animalic Resin,NOTE-0574,Honey Absolute,Driver,Base,5,0.65,0.86,High
ACC-0189,Dark Honey Resin,Animalic Resin,NOTE-0455,Labdanum Absolute,Support,Base,4,0.7,0.9,High
ACC-0189,Dark Honey Resin,Animalic Resin,NOTE-0575,Beeswax Absolute,Support,Base,3,0.6,0.88,High
ACC-0189,Dark Honey Resin,Animalic Resin,NOTE-0519,Tobacco Absolute,Modifier,Base,2,0.55,0.87,High
ACC-0189,Dark Honey Resin,Animalic Resin,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.96,High
ACC-0189,Dark Honey Resin,Animalic Resin,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0190,Tarred Timber,Industrial Smoky,NOTE-0075,Cade Oil,Driver,Base,5,0.65,0.8,High
ACC-0190,Tarred Timber,Industrial Smoky,NOTE-0471,Birch Tar Rectified,Support,Base,4,0.6,0.78,High
ACC-0190,Tarred Timber,Industrial Smoky,NOTE-0472,Guaiac Wood Oil,Support,Base,3,0.7,0.88,High
ACC-0190,Tarred Timber,Industrial Smoky,NOTE-0453,Vetiver Haiti,Modifier,Base,2,0.65,0.9,High
ACC-0190,Tarred Timber,Industrial Smoky,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0190,Tarred Timber,Industrial Smoky,NOTE-0021,Ambroxan,Modifier,Base,1,0.7,0.96,High
ACC-0191,Cold Ash Incense,Smoky Incense,NOTE-0469,Frankincense CO₂,Driver,Base,5,0.7,0.9,High
ACC-0191,Cold Ash Incense,Smoky Incense,NOTE-0470,Myrrh Absolute,Support,Base,4,0.65,0.88,High
ACC-0191,Cold Ash Incense,Smoky Incense,NOTE-0576,Ash Accord,Support,Base,3,0.55,0.82,High
ACC-0191,Cold Ash Incense,Smoky Incense,NOTE-0455,Labdanum Absolute,Modifier,Base,2,0.6,0.89,High
ACC-0191,Cold Ash Incense,Smoky Incense,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0191,Cold Ash Incense,Smoky Incense,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0192,Bitter Apothecary,Resinous Bitter,NOTE-0477,Galbanum Resin,Driver,Heart,5,0.7,0.85,Medium
ACC-0192,Bitter Apothecary,Resinous Bitter,NOTE-0478,Elemi Resin,Support,Heart,4,0.65,0.88,Medium
ACC-0192,Bitter Apothecary,Resinous Bitter,NOTE-0539,Frankincense Resin,Support,Base,3,0.6,0.9,High
ACC-0192,Bitter Apothecary,Resinous Bitter,NOTE-0577,Wormwood Accord,Modifier,Heart,2,0.55,0.82,Medium
ACC-0192,Bitter Apothecary,Resinous Bitter,NOTE-0205,Iso E Super,Modifier,Base,1,0.7,0.96,High
ACC-0192,Bitter Apothecary,Resinous Bitter,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0193,Shadowy Rose Fur,Floral Animalic,NOTE-0501,Rose Absolute,Driver,Heart,5,0.7,0.91,Medium
ACC-0193,Shadowy Rose Fur,Floral Animalic,NOTE-0569,Civet Replacer,Support,Base,4,0.5,0.78,High
ACC-0193,Shadowy Rose Fur,Floral Animalic,NOTE-0570,Costus Root,Support,Base,3,0.45,0.75,High
ACC-0193,Shadowy Rose Fur,Floral Animalic,NOTE-0458,Patchouli Alcohol,Modifier,Base,2,0.6,0.89,High
ACC-0193,Shadowy Rose Fur,Floral Animalic,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0193,Shadowy Rose Fur,Floral Animalic,NOTE-0476,Habanolide,Modifier,Base,1,0.7,0.96,High
ACC-0194,Charred Resin Smoke,Resinous Smoky,NOTE-0573,Styrax Resin,Driver,Base,5,0.7,0.88,High
ACC-0194,Charred Resin Smoke,Resinous Smoky,NOTE-0395,Tolu Balsam,Support,Base,4,0.65,0.89,High
ACC-0194,Charred Resin Smoke,Resinous Smoky,NOTE-0471,Birch Tar Rectified,Support,Base,3,0.55,0.82,High
ACC-0194,Charred Resin Smoke,Resinous Smoky,NOTE-0455,Labdanum Absolute,Modifier,Base,2,0.6,0.9,High
ACC-0194,Charred Resin Smoke,Resinous Smoky,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0194,Charred Resin Smoke,Resinous Smoky,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0195,Dark Temple Woods,Sacred Smoky,NOTE-0578,Sandalwood Mysore,Driver,Base,5,0.7,0.93,High
ACC-0195,Dark Temple Woods,Sacred Smoky,NOTE-0539,Frankincense Resin,Support,Base,4,0.65,0.9,High
ACC-0195,Dark Temple Woods,Sacred Smoky,NOTE-0472,Guaiac Wood Oil,Support,Base,3,0.6,0.88,High
ACC-0195,Dark Temple Woods,Sacred Smoky,NOTE-0455,Labdanum Absolute,Modifier,Base,2,0.55,0.89,High
ACC-0195,Dark Temple Woods,Sacred Smoky,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0195,Dark Temple Woods,Sacred Smoky,NOTE-0476,Habanolide,Modifier,Base,1,0.7,0.96,High
ACC-0196,Ambered Woods,Bridge,NOTE-0205,Iso E Super,Driver,Base,5,0.75,0.97,High
ACC-0196,Ambered Woods,Bridge,NOTE-0021,Ambroxan,Support,Base,4,0.7,0.96,High
ACC-0196,Ambered Woods,Bridge,NOTE-0455,Labdanum Absolute,Support,Base,3,0.55,0.9,High
ACC-0196,Ambered Woods,Bridge,NOTE-0454,Cedarwood Atlas,Modifier,Base,2,0.65,0.92,High
ACC-0196,Ambered Woods,Bridge,NOTE-0456,Vanillin,Modifier,Base,1,0.4,0.94,High
ACC-0196,Ambered Woods,Bridge,NOTE-0476,Habanolide,Modifier,Base,1,0.7,0.97,High
ACC-0197,Clean Leather,Bridge,NOTE-0556,Suederal,Driver,Base,5,0.55,0.88,High
ACC-0197,Clean Leather,Bridge,NOTE-0205,Iso E Super,Support,Base,4,0.75,0.97,High
ACC-0197,Clean Leather,Bridge,NOTE-0579,Birch Tar (Low),Support,Base,2,0.25,0.78,High
ACC-0197,Clean Leather,Bridge,NOTE-0565,Violet Ionone,Modifier,Heart,2,0.45,0.9,Medium
ACC-0197,Clean Leather,Bridge,NOTE-0021,Ambroxan,Modifier,Base,1,0.65,0.96,High
ACC-0197,Clean Leather,Bridge,NOTE-0465,Musk Ketone,Modifier,Base,1,0.6,0.95,High
ACC-0198,Smoked Vanilla,Bridge,NOTE-0456,Vanillin,Driver,Base,5,0.7,0.94,High
ACC-0198,Smoked Vanilla,Bridge,NOTE-0572,Guaiacol,Support,Base,3,0.35,0.8,High
ACC-0198,Smoked Vanilla,Bridge,NOTE-0455,Labdanum Absolute,Support,Base,3,0.55,0.9,High
ACC-0198,Smoked Vanilla,Bridge,NOTE-0399,Tonka Bean,Modifier,Base,2,0.6,0.93,High
ACC-0198,Smoked Vanilla,Bridge,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0198,Smoked Vanilla,Bridge,NOTE-0476,Habanolide,Modifier,Base,1,0.7,0.96,High
ACC-0199,Sweet Tobacco Woods,Bridge,NOTE-0519,Tobacco Absolute,Driver,Base,5,0.65,0.88,High
ACC-0199,Sweet Tobacco Woods,Bridge,NOTE-0408,Vanilla Absolute,Support,Base,4,0.6,0.92,High
ACC-0199,Sweet Tobacco Woods,Bridge,NOTE-0459,Cedarwood Virginia,Support,Base,3,0.65,0.91,High
ACC-0199,Sweet Tobacco Woods,Bridge,NOTE-0520,Honey Accord,Modifier,Base,2,0.5,0.87,High
ACC-0199,Sweet Tobacco Woods,Bridge,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
ACC-0199,Sweet Tobacco Woods,Bridge,NOTE-0465,Musk Ketone,Modifier,Base,1,0.65,0.95,High
ACC-0200,Spiced Amber Musk,Bridge,NOTE-0021,Ambroxan,Driver,Base,5,0.7,0.96,High
ACC-0200,Spiced Amber Musk,Bridge,NOTE-0455,Labdanum Absolute,Support,Base,4,0.6,0.9,High
ACC-0200,Spiced Amber Musk,Bridge,NOTE-0580,Cinnamon Bark,Support,Heart,3,0.45,0.85,Medium
ACC-0200,Spiced Amber Musk,Bridge,NOTE-0319,Pink Pepper,Modifier,Top,2,0.55,0.92,Low
ACC-0200,Spiced Amber Musk,Bridge,NOTE-0205,Iso E Super,Modifier,Base,1,0.75,0.97,High
