request_id,perfume_id,primary_accord,secondary_accord,primary_in_ref,any_in_ref,ref_accord_count
REQ-04731,P000032,ACC-0195,ACC-0207,False,False,9
REQ-04733,P000114,ACC-0118,,False,False,10
REQ-04734,P000247,ACC-0128,,False,False,4
REQ-04735,P000287,ACC-0293,,False,False,4
REQ-04737,P000133,ACC-0144,,False,False,10
REQ-04739,P000135,ACC-0059,ACC-0077,True,True,10
REQ-04741,P000166,ACC-0165,,False,False,10
REQ-04742,P000387,ACC-0095,,False,False,4
REQ-04743,P000078,ACC-0118,,False,False,5
REQ-04745,P000120,ACC-0039,,False,False,10
REQ-04746,P000136,ACC-0082,,False,False,5
REQ-04747,P000324,ACC-0131,ACC-0138,False,False,4
REQ-04748,P000184,ACC-0284,,False,False,4
REQ-04749,P000309,ACC-0112,,False,False,4
REQ-04750,P000258,ACC-0295,,False,False,4
REQ-04752,P000008,ACC-0183,,False,False,10
REQ-04753,P000336,ACC-0118,,False,False,4
REQ-04755,P000043,ACC-0112,,False,False,5
REQ-04756,P000079,ACC-0170,ACC-0183,False,False,10
REQ-04760,P000111,ACC-0157,,False,False,10
REQ-04761,P000040,ACC-0131,,False,False,5
REQ-04763,P000302,ACC-0007,,False,False,4
REQ-04765,P000365,ACC-0162,,False,False,4
REQ-04766,P000354,ACC-0130,,False,False,4
REQ-04767,P000217,ACC-0213,,False,False,5
REQ-04771,P000271,ACC-0282,,False,False,4
REQ-04772,P000130,ACC-0144,,False,False,6
REQ-04776,P000213,ACC-0257,,False,False,4
REQ-04777,P000351,ACC-0187,ACC-0144,False,False,4
REQ-04778,P000064,ACC-0194,,False,False,5
REQ-04780,P000201,ACC-0007,ACC-0097,False,False,4
REQ-04781,P000364,ACC-0184,,False,False,4
REQ-04782,P000087,ACC-0161,,False,False,7
REQ-04783,P000263,ACC-0162,,False,False,4
REQ-04784,P000294,ACC-0115,,False,False,5
REQ-04786,P000231,ACC-0007,,False,False,5
REQ-04790,P000027,ACC-0007,ACC-0259,False,False,7
REQ-04793,P000069,ACC-0106,ACC-0095,False,True,10
REQ-04801,P000326,ACC-0209,ACC-0007,False,False,4
REQ-04802,P000164,ACC-0172,,False,False,4
REQ-04803,P000436,ACC-0082,,True,True,4
REQ-04804,P000347,ACC-0177,ACC-0181,False,False,4
REQ-04805,P000222,ACC-0213,,False,False,5
REQ-04808,P000066,ACC-0133,,False,False,10
REQ-04809,P000077,ACC-0283,,False,False,10
REQ-04810,P000144,ACC-0295,ACC-0055,False,False,6
REQ-04813,P000153,ACC-0107,,False,False,6
REQ-04815,P000172,ACC-0190,,False,False,4
REQ-04819,P000047,ACC-0118,,False,False,10
REQ-04820,P000085,ACC-0172,ACC-0007,False,False,10
REQ-04821,P000332,ACC-0280,,False,False,4
REQ-04822,P000381,ACC-0295,ACC-0145,False,False,4
REQ-04823,P000196,ACC-0033,,False,False,3
REQ-04826,P000427,ACC-0156,,False,False,4
REQ-04827,P000126,ACC-0107,,False,False,10
REQ-04830,P000006,ACC-0080,,False,False,10
REQ-04831,P000307,ACC-0190,,False,False,4
REQ-04832,P000062,ACC-0055,,False,False,10
REQ-04833,P000096,ACC-0112,,False,False,8
REQ-04835,P000016,ACC-0162,,False,False,9
REQ-04837,P000281,ACC-0125,,False,False,4
REQ-04838,P000175,ACC-0114,ACC-0120,False,False,5
REQ-04839,P000234,ACC-0254,,False,False,5
REQ-04840,P000079,ACC-0132,,False,False,10
REQ-04841,P000103,ACC-0155,,False,False,5
REQ-04843,P000350,ACC-0112,ACC-0095,False,True,4
REQ-04846,P000151,ACC-0063,ACC-0282,False,False,9
REQ-04847,P000257,ACC-0129,ACC-0140,False,False,4
REQ-04854,P000082,ACC-0127,ACC-0132,False,False,10
REQ-04859,P000361,ACC-0278,,False,False,4
REQ-04864,P000373,ACC-0292,ACC-0075,False,False,4
REQ-04867,P000079,ACC-0120,,False,False,10
REQ-04869,P000214,ACC-0063,ACC-0113,False,False,4
REQ-04872,P000045,ACC-0170,,False,False,8
REQ-04873,P000238,ACC-0275,,False,False,5
REQ-04874,P000192,ACC-0007,,False,False,6
REQ-04875,P000402,ACC-0236,,False,False,4
REQ-04877,P000172,ACC-0161,,False,False,4
REQ-04878,P000327,ACC-0145,ACC-0147,False,False,4
REQ-04882,P000083,ACC-0181,ACC-0284,False,False,7
REQ-04883,P000084,ACC-0172,ACC-0171,False,False,10
REQ-04885,P000085,ACC-0264,,False,False,10
REQ-04886,P000044,ACC-0164,,False,False,6
REQ-04887,P000057,ACC-0287,,False,False,9
REQ-04889,P000172,ACC-0184,,False,False,4
REQ-04893,P000138,ACC-0191,,False,False,5
REQ-04894,P000309,ACC-0118,ACC-0248,False,False,4
REQ-04895,P000203,ACC-0282,,False,False,4
REQ-04896,P000085,ACC-0292,ACC-0153,False,False,10
REQ-04900,P000230,ACC-0264,,False,False,5
REQ-04904,P000167,ACC-0295,ACC-0132,False,False,8
REQ-04906,P000389,ACC-0138,ACC-0170,False,False,4
REQ-04909,P000215,ACC-0252,,False,False,4
REQ-04910,P000413,ACC-0293,ACC-0168,False,False,4
REQ-04912,P000240,ACC-0112,,False,False,5
REQ-04913,P000037,ACC-0002,,False,False,10
REQ-04914,P000233,ACC-0164,ACC-0090,False,False,5
REQ-04916,P000120,ACC-0133,,False,False,10
REQ-04918,P000323,ACC-0164,,False,False,4
REQ-04919,P000266,ACC-0288,,False,False,4
REQ-04920,P000016,ACC-0283,,False,False,9
REQ-04921,P000013,ACC-0131,ACC-0275,False,False,10
REQ-04923,P000227,ACC-0121,ACC-0080,False,False,5
REQ-04924,P000255,ACC-0148,ACC-0075,False,False,4
REQ-04925,P000143,ACC-0280,,False,False,10
REQ-04926,P000210,ACC-0022,ACC-0167,False,False,4
REQ-04928,P000428,ACC-0170,,False,False,4
REQ-04932,P000109,ACC-0222,,False,False,10
REQ-04933,P000313,ACC-0264,,False,False,5
REQ-04936,P000230,ACC-0244,ACC-0112,False,False,5
REQ-04939,P000114,ACC-0293,,False,False,10
REQ-04940,P000371,ACC-0168,,False,False,4
REQ-04942,P000307,ACC-0257,ACC-0278,False,False,4
REQ-04943,P000025,ACC-0112,,False,False,10
REQ-04944,P000336,ACC-0222,,False,False,4
REQ-04946,P000034,ACC-0227,,False,False,10
REQ-04948,P000172,ACC-0247,,False,False,4
REQ-04952,P000380,ACC-0134,ACC-0206,False,False,4
REQ-04953,P000423,ACC-0131,ACC-0112,False,False,4
REQ-04954,P000077,ACC-0144,,False,False,10
REQ-04955,P000111,ACC-0121,,False,False,10
REQ-04957,P000069,ACC-0148,ACC-0212,False,False,10
REQ-04962,P000070,ACC-0186,,False,False,10
REQ-04963,P000444,ACC-0181,ACC-0112,False,False,4
REQ-04965,P000419,ACC-0233,ACC-0206,False,False,4
REQ-04969,P000170,ACC-0247,,False,False,6
REQ-04970,P000094,ACC-0249,,False,False,9
REQ-04971,P000240,ACC-0184,ACC-0196,False,False,5
REQ-04972,P000258,ACC-0156,,False,False,4
REQ-04975,P000397,ACC-0259,,False,False,4
REQ-04977,P000119,ACC-0115,,False,False,5
REQ-04981,P000059,ACC-0288,,False,False,8
REQ-04982,P000136,ACC-0181,,False,False,5
REQ-04983,P000378,ACC-0175,,False,False,4
REQ-04986,P000056,ACC-0131,,False,False,10
REQ-04987,P000005,ACC-0004,,True,True,10
REQ-04988,P000348,ACC-0170,ACC-0185,False,False,4
REQ-04993,P000312,ACC-0161,ACC-0115,False,False,5
REQ-04995,P000281,ACC-0112,,False,False,4
REQ-04996,P000053,ACC-0066,ACC-0118,False,False,5
REQ-05000,P000260,ACC-0250,,False,False,4
REQ-05001,P000352,ACC-0287,ACC-0169,False,False,4
REQ-05002,P000427,ACC-0112,,False,False,4
REQ-05003,P000034,ACC-0215,,False,False,10
REQ-05006,P000047,ACC-0248,,False,False,10
REQ-05007,P000416,ACC-0141,,False,False,4
REQ-05008,P000221,ACC-0287,,False,False,5
REQ-05009,P000030,ACC-0028,ACC-0264,False,False,10
REQ-05010,P000089,ACC-0153,ACC-0239,False,False,10
REQ-05011,P000071,ACC-0161,ACC-0102,False,False,7
REQ-05012,P000214,ACC-0191,,False,False,4
REQ-05013,P000417,ACC-0253,,False,False,4
REQ-05017,P000067,ACC-0174,ACC-0191,False,False,8
REQ-05018,P000380,ACC-0133,ACC-0168,False,False,4
REQ-05019,P000035,ACC-0148,,False,False,8
REQ-05020,P000396,ACC-0063,,False,False,4
REQ-05021,P000354,ACC-0143,,False,False,4
REQ-05024,P000296,ACC-0118,,False,False,5
REQ-05027,P000093,ACC-0155,,False,False,10
REQ-05028,P000283,ACC-0179,,False,False,5
REQ-05029,P000387,ACC-0244,ACC-0187,False,False,4
REQ-05031,P000059,ACC-0130,,False,False,8
REQ-05032,P000385,ACC-0170,,False,False,4
REQ-05033,P000002,ACC-0058,ACC-0284,False,False,10
REQ-05036,P000340,ACC-0125,ACC-0279,False,False,4
REQ-05037,P000060,ACC-0007,ACC-0112,False,False,10
REQ-05038,P000149,ACC-0227,,False,False,5
REQ-05040,P000052,ACC-0288,,False,False,10
REQ-05042,P000286,ACC-0162,,False,False,4
REQ-05043,P000395,ACC-0180,ACC-0194,False,False,4
REQ-05044,P000002,ACC-0222,ACC-0127,False,False,10
REQ-05045,P000332,ACC-0170,,False,False,4
REQ-05048,P000022,ACC-0033,ACC-0082,True,True,10
REQ-05049,P000179,ACC-0181,,False,False,5
REQ-05051,P000434,ACC-0184,,False,False,4
REQ-05052,P000218,ACC-0094,ACC-0292,False,False,5
REQ-05053,P000206,ACC-0227,,False,False,4
REQ-05054,P000297,ACC-0280,ACC-0185,False,False,5
REQ-05055,P000329,ACC-0051,,False,False,4
REQ-05056,P000107,ACC-0171,,False,False,10
REQ-05058,P000356,ACC-0154,,False,False,4
REQ-05059,P000356,ACC-0168,ACC-0170,False,False,4
REQ-05060,P000359,ACC-0197,,False,False,4
REQ-05061,P000089,ACC-0179,,False,False,10
REQ-05063,P000419,ACC-0170,,False,False,4
REQ-05064,P000039,ACC-0248,,False,False,10
REQ-05066,P000181,ACC-0199,,False,False,5
REQ-05068,P000402,ACC-0118,ACC-0267,False,False,4
REQ-05071,P000442,ACC-0164,,False,False,4
REQ-05074,P000390,ACC-0007,,False,False,4
REQ-05075,P000061,ACC-0187,,False,False,3
REQ-05076,P000309,ACC-0116,,False,False,4
REQ-05077,P000070,ACC-0131,ACC-0158,False,False,10
REQ-05080,P000089,ACC-0131,,False,False,10
REQ-05082,P000407,ACC-0112,ACC-0062,False,False,4
REQ-05083,P000242,ACC-0277,,False,False,4
REQ-05084,P000103,ACC-0080,,False,False,5
REQ-05085,P000406,ACC-0185,ACC-0187,False,False,4
REQ-05088,P000090,ACC-0167,,False,False,10
REQ-05091,P000244,ACC-0114,,False,False,5
REQ-05093,P000425,ACC-0055,ACC-0118,False,False,4
REQ-05096,P000317,ACC-0144,,False,False,4
REQ-05097,P000098,ACC-0264,,False,False,9
REQ-05098,P000018,ACC-0077,,False,False,5
REQ-05100,P000316,ACC-0287,,False,False,4
REQ-05101,P000238,ACC-0149,,False,False,5
REQ-05102,P000068,ACC-0055,,False,False,5
REQ-05103,P000367,ACC-0181,,False,False,4
REQ-05104,P000058,ACC-0227,,False,False,7
REQ-05109,P000157,ACC-0214,,False,False,10
REQ-05110,P000131,ACC-0182,,False,False,7
REQ-05111,P000170,ACC-0262,ACC-0172,False,False,6
REQ-05112,P000146,ACC-0259,,False,False,6
REQ-05113,P000411,ACC-0154,,False,False,4
REQ-05114,P000398,ACC-0294,,False,False,4
REQ-05116,P000056,ACC-0132,ACC-0131,False,False,10
REQ-05117,P000156,ACC-0112,,False,False,10
REQ-05119,P000211,ACC-0184,,False,False,5
REQ-05120,P000197,ACC-0277,,False,False,4
REQ-05121,P000132,ACC-0160,,False,False,10
REQ-05123,P000082,ACC-0275,,False,False,10
REQ-05127,P000387,ACC-0095,,False,False,4
REQ-05129,P000332,ACC-0102,ACC-0007,False,False,4
REQ-05134,P000311,ACC-0189,,False,False,5
REQ-05137,P000314,ACC-0028,,False,False,4
REQ-05138,P000297,ACC-0293,,False,False,5
REQ-05139,P000301,ACC-0170,,False,False,5
REQ-05141,P000136,ACC-0075,ACC-0112,False,False,5
REQ-05143,P000082,ACC-0257,,False,False,10
REQ-05146,P000321,ACC-0075,ACC-0184,True,True,4
REQ-05147,P000341,ACC-0165,,False,False,4
REQ-05149,P000302,ACC-0215,,False,False,4
REQ-05152,P000231,ACC-0170,,False,False,5
REQ-05153,P000214,ACC-0150,,False,False,4
REQ-05154,P000307,ACC-0039,,False,False,4
REQ-05155,P000121,ACC-0112,,False,False,10
REQ-05157,P000120,ACC-0112,,False,False,10
REQ-05161,P000061,ACC-0295,ACC-0106,False,False,3
REQ-05163,P000375,ACC-0100,,False,False,4
REQ-05167,P000169,ACC-0249,ACC-0100,False,False,5
REQ-05169,P000201,ACC-0141,,False,False,4
REQ-05170,P000085,ACC-0193,ACC-0112,False,False,10
REQ-05172,P000301,ACC-0159,,False,False,5
REQ-05175,P000263,ACC-0104,,False,False,4
REQ-05179,P000404,ACC-0118,,False,False,4
REQ-05182,P000349,ACC-0246,,False,False,4
REQ-05188,P000278,ACC-0181,ACC-0258,False,False,4
REQ-05189,P000178,ACC-0135,,False,False,5
REQ-05190,P000331,ACC-0174,,False,False,4
REQ-05191,P000398,ACC-0144,,False,False,4
REQ-05193,P000117,ACC-0213,ACC-0181,False,False,8
REQ-05194,P000394,ACC-0164,,False,False,4
REQ-05195,P000231,ACC-0161,,False,False,5
REQ-05196,P000361,ACC-0022,ACC-0170,True,True,4
REQ-05197,P000406,ACC-0051,,True,True,4
REQ-05198,P000409,ACC-0295,,False,False,4
REQ-05200,P000097,ACC-0144,,False,False,6
REQ-05202,P000132,ACC-0249,,False,False,10
REQ-05205,P000439,ACC-0112,,False,False,4
REQ-05208,P000094,ACC-0283,,False,False,9
REQ-05210,P000085,ACC-0247,ACC-0141,False,False,10
REQ-05214,P000347,ACC-0250,ACC-0244,False,False,4
REQ-05215,P000178,ACC-0106,ACC-0132,False,False,5
REQ-05217,P000245,ACC-0141,ACC-0111,False,False,4
REQ-05218,P000310,ACC-0118,ACC-0112,False,False,4
REQ-05219,P000291,ACC-0170,,False,False,5
REQ-05220,P000271,ACC-0166,ACC-0107,False,False,4
REQ-05222,P000012,ACC-0107,ACC-0128,False,False,10
REQ-05223,P000136,ACC-0192,,False,False,5
REQ-05228,P000079,ACC-0141,,False,False,10
REQ-05229,P000110,ACC-0033,,False,False,10
REQ-05233,P000343,ACC-0214,,False,False,4
REQ-05237,P000401,ACC-0125,,False,False,4
REQ-05238,P000243,ACC-0205,ACC-0109,False,False,5
REQ-05241,P000108,ACC-0257,,False,False,10
REQ-05242,P000216,ACC-0079,,False,False,4
REQ-05244,P000287,ACC-0112,ACC-0209,False,False,4
REQ-05246,P000268,ACC-0170,ACC-0007,False,False,4
REQ-05248,P000100,ACC-0283,,False,False,8
REQ-05249,P000185,ACC-0007,,False,False,6
REQ-05253,P000015,ACC-0050,ACC-0039,False,False,10
REQ-05256,P000243,ACC-0170,,False,False,5
REQ-05257,P000187,ACC-0113,,False,False,5
REQ-05258,P000238,ACC-0250,,False,False,5
REQ-05259,P000135,ACC-0107,ACC-0257,False,False,10
REQ-05263,P000416,ACC-0164,ACC-0130,False,False,4
REQ-05266,P000159,ACC-0097,,False,False,10
REQ-05269,P000094,ACC-0058,,False,False,9
REQ-05271,P000073,ACC-0055,,False,False,4
REQ-05272,P000235,ACC-0118,,False,False,4
REQ-05273,P000380,ACC-0248,,False,False,4
REQ-05274,P000233,ACC-0154,,False,False,5
REQ-05275,P000266,ACC-0007,,False,False,4
REQ-05277,P000002,ACC-0144,ACC-0118,False,False,10
REQ-05278,P000328,ACC-0188,,False,False,4
REQ-05281,P000113,ACC-0200,,False,False,10
REQ-05283,P000122,ACC-0169,,False,False,10
REQ-05284,P000313,ACC-0281,ACC-0181,False,False,5
REQ-05285,P000324,ACC-0135,,False,False,4
REQ-05286,P000262,ACC-0247,ACC-0146,False,False,4
REQ-05288,P000260,ACC-0180,,False,False,4
REQ-05291,P000104,ACC-0002,,False,False,10
REQ-05292,P000310,ACC-0066,,False,False,4
REQ-05293,P000160,ACC-0170,,False,False,10
REQ-05295,P000098,ACC-0066,,True,True,9
REQ-05296,P000146,ACC-0039,,False,False,6
REQ-05302,P000129,ACC-0106,ACC-0170,False,False,4
REQ-05305,P000119,ACC-0107,,False,False,5
REQ-05307,P000355,ACC-0101,,False,False,4
REQ-05308,P000188,ACC-0109,ACC-0181,False,False,5
REQ-05309,P000143,ACC-0254,,False,False,10
REQ-05310,P000332,ACC-0182,ACC-0107,False,False,4
REQ-05311,P000294,ACC-0097,ACC-0257,False,False,5
REQ-05313,P000054,ACC-0130,ACC-0170,False,False,10
REQ-05315,P000020,ACC-0236,,False,False,5
REQ-05316,P000114,ACC-0187,,False,False,10
REQ-05325,P000062,ACC-0112,,False,False,10
REQ-05327,P000402,ACC-0266,,False,False,4
REQ-05328,P000402,ACC-0112,,False,False,4
REQ-05329,P000164,ACC-0107,ACC-0277,False,False,4
REQ-05331,P000193,ACC-0102,,False,False,4
REQ-05333,P000389,ACC-0250,,False,False,4
REQ-05336,P000382,ACC-0293,ACC-0123,False,False,4
REQ-05338,P000373,ACC-0007,,False,False,4
REQ-05339,P000159,ACC-0287,,False,False,10
REQ-05340,P000032,ACC-0289,,False,False,9
REQ-05341,P000054,ACC-0122,,False,False,10
REQ-05342,P000105,ACC-0051,ACC-0130,False,False,6
REQ-05343,P000338,ACC-0214,,False,False,4
REQ-05344,P000263,ACC-0227,,False,False,4
REQ-05347,P000077,ACC-0180,,False,False,10
REQ-05349,P000283,ACC-0175,ACC-0202,False,False,5
REQ-05351,P000449,ACC-0283,,False,False,4
REQ-05352,P000411,ACC-0148,,False,False,4
REQ-05353,P000128,ACC-0166,,False,False,8
REQ-05354,P000446,ACC-0170,ACC-0118,False,False,4
REQ-05355,P000059,ACC-0112,,False,False,8
REQ-05356,P000449,ACC-0153,,False,False,4
REQ-05357,P000254,ACC-0007,ACC-0063,False,False,4
REQ-05359,P000081,ACC-0133,,False,False,6
REQ-05360,P000106,ACC-0109,,False,False,10
REQ-05361,P000366,ACC-0308,ACC-0182,False,False,4
REQ-05363,P000205,ACC-0033,ACC-0112,False,False,4
REQ-05364,P000027,ACC-0287,,False,False,7
REQ-05365,P000375,ACC-0178,,False,False,4
REQ-05368,P000194,ACC-0111,,False,False,6
REQ-05369,P000026,ACC-0147,,False,False,4
REQ-05370,P000254,ACC-0141,ACC-0170,False,False,4
REQ-05372,P000400,ACC-0107,,False,False,4
REQ-05373,P000448,ACC-0131,ACC-0112,False,False,4
REQ-05374,P000131,ACC-0114,,False,False,7
REQ-05376,P000249,ACC-0007,,False,False,4
REQ-05377,P000097,ACC-0280,,False,False,6
REQ-05379,P000286,ACC-0295,,False,False,4
REQ-05380,P000249,ACC-0162,,False,False,4
REQ-05382,P000409,ACC-0125,,False,False,4
REQ-05383,P000271,ACC-0034,,False,False,4
REQ-05384,P000146,ACC-0109,ACC-0118,False,False,6
REQ-05385,P000059,ACC-0150,,False,False,8
REQ-05387,P000279,ACC-0134,,False,False,4
REQ-05388,P000009,ACC-0286,ACC-0229,False,False,9
REQ-05390,P000354,ACC-0166,ACC-0133,False,False,4
REQ-05392,P000007,ACC-0120,ACC-0153,False,False,10
REQ-05394,P000047,ACC-0131,,False,False,10
REQ-05395,P000048,ACC-0114,ACC-0022,False,True,5
REQ-05397,P000442,ACC-0206,ACC-0159,False,False,4
REQ-05400,P000197,ACC-0138,,False,False,4
REQ-05403,P000156,ACC-0106,ACC-0127,False,False,10
REQ-05406,P000170,ACC-0281,ACC-0161,False,False,6
REQ-05408,P000197,ACC-0080,,False,False,4
REQ-05411,P000236,ACC-0028,,False,False,5
REQ-05412,P000266,ACC-0256,,False,False,4
REQ-05414,P000191,ACC-0210,,False,False,5
REQ-05415,P000412,ACC-0111,ACC-0120,False,False,4
REQ-05417,P000238,ACC-0062,,False,False,5
REQ-05418,P000008,ACC-0229,ACC-0102,False,False,10
REQ-05419,P000011,ACC-0160,,False,False,10
REQ-05420,P000043,ACC-0032,,False,False,5
REQ-05421,P000092,ACC-0107,,False,False,10
REQ-05422,P000407,ACC-0112,,False,False,4
REQ-05424,P000139,ACC-0189,,False,False,8
REQ-05425,P000425,ACC-0130,,False,False,4
REQ-05428,P000248,ACC-0033,ACC-0161,False,False,4
REQ-05429,P000325,ACC-0077,,False,False,4
REQ-05430,P000349,ACC-0112,ACC-0207,False,False,4
REQ-05431,P000107,ACC-0153,,False,False,10
REQ-05433,P000228,ACC-0213,ACC-0217,False,False,5
REQ-05434,P000256,ACC-0090,,False,False,4
REQ-05435,P000204,ACC-0185,,False,False,4
REQ-05437,P000022,ACC-0112,,False,False,10
REQ-05438,P000306,ACC-0227,,False,False,4
REQ-05443,P000138,ACC-0055,,False,False,5
REQ-05444,P000162,ACC-0163,,False,False,7
REQ-05445,P000378,ACC-0118,,False,False,4
REQ-05446,P000265,ACC-0051,,False,False,4
REQ-05448,P000009,ACC-0107,,False,False,9
REQ-05451,P000205,ACC-0289,,False,False,4
REQ-05452,P000224,ACC-0007,,False,False,5
REQ-05453,P000168,ACC-0007,,False,False,10
REQ-05454,P000271,ACC-0262,,False,False,4
REQ-05455,P000094,ACC-0213,,False,False,9
REQ-05456,P000145,ACC-0171,,False,False,5
REQ-05458,P000385,ACC-0156,,False,False,4
REQ-05461,P000216,ACC-0287,ACC-0184,False,False,4
REQ-05462,P000203,ACC-0058,ACC-0112,False,False,4
REQ-05464,P000116,ACC-0142,ACC-0182,False,False,8
REQ-05468,P000138,ACC-0141,ACC-0161,False,False,5
REQ-05470,P000021,ACC-0214,,False,False,10
REQ-05475,P000436,ACC-0222,ACC-0157,False,False,4
REQ-05476,P000086,ACC-0248,ACC-0266,False,False,10
REQ-05477,P000242,ACC-0283,ACC-0102,False,False,4
REQ-05478,P000193,ACC-0127,ACC-0141,False,False,4
REQ-05482,P000358,ACC-0115,ACC-0058,False,False,4
REQ-05485,P000400,ACC-0293,,False,False,4
REQ-05489,P000179,ACC-0295,,False,False,5
REQ-05491,P000420,ACC-0007,ACC-0282,False,False,4
REQ-05493,P000222,ACC-0162,ACC-0287,False,False,5
REQ-05494,P000045,ACC-0256,,False,False,8
REQ-05495,P000242,ACC-0128,,False,False,4
REQ-05499,P000355,ACC-0199,ACC-0111,False,False,4
REQ-05506,P000307,ACC-0066,,False,False,4
REQ-05507,P000302,ACC-0150,,False,False,4
REQ-05508,P000017,ACC-0130,,False,False,10
REQ-05509,P000254,ACC-0022,,False,False,4
REQ-05511,P000356,ACC-0190,ACC-0263,False,False,4
REQ-05512,P000445,ACC-0125,,False,False,4
REQ-05513,P000332,ACC-0112,ACC-0196,False,False,4
REQ-05515,P000225,ACC-0259,,False,False,5
REQ-05517,P000215,ACC-0133,ACC-0092,False,False,4
REQ-05518,P000402,ACC-0277,,False,False,4
REQ-05519,P000353,ACC-0161,,False,False,4
REQ-05520,P000222,ACC-0253,ACC-0195,False,False,5
REQ-05522,P000434,ACC-0205,,False,False,4
REQ-05524,P000201,ACC-0075,,False,False,4
REQ-05525,P000292,ACC-0112,ACC-0127,False,False,5
REQ-05527,P000027,ACC-0130,,False,False,7
REQ-05528,P000088,ACC-0239,ACC-0028,False,False,10
REQ-05533,P000375,ACC-0288,,False,False,4
REQ-05534,P000005,ACC-0055,,False,False,10
REQ-05536,P000088,ACC-0253,,False,False,10
REQ-05538,P000227,ACC-0075,,False,False,5
REQ-05539,P000073,ACC-0171,,False,False,4
REQ-05541,P000344,ACC-0251,,False,False,4
REQ-05542,P000198,ACC-0039,,False,False,4
REQ-05543,P000159,ACC-0107,,False,False,10
REQ-05545,P000314,ACC-0244,ACC-0007,False,False,4
REQ-05546,P000425,ACC-0295,,False,False,4
REQ-05547,P000428,ACC-0277,,False,False,4
REQ-05548,P000366,ACC-0138,ACC-0246,False,False,4
REQ-05549,P000203,ACC-0277,,False,False,4
REQ-05550,P000377,ACC-0112,ACC-0130,False,False,4
REQ-05552,P000258,ACC-0254,,False,False,4
REQ-05553,P000004,ACC-0263,ACC-0170,False,False,10
REQ-05554,P000375,ACC-0182,ACC-0118,False,False,4
REQ-05555,P000112,ACC-0160,ACC-0185,False,False,10
REQ-05558,P000007,ACC-0039,,False,False,10
REQ-05559,P000132,ACC-0163,ACC-0213,False,False,10
REQ-05562,P000060,ACC-0263,,False,False,10
REQ-05564,P000348,ACC-0257,,False,False,4
REQ-05568,P000139,ACC-0187,ACC-0299,False,False,8
REQ-05571,P000309,ACC-0104,,False,False,4
REQ-05572,P000370,ACC-0007,,False,False,4
REQ-05576,P000269,ACC-0161,ACC-0295,False,False,4
REQ-05577,P000120,ACC-0244,ACC-0031,False,False,10
REQ-05580,P000369,ACC-0112,ACC-0063,False,False,4
REQ-05583,P000395,ACC-0194,,False,False,4
REQ-05585,P000014,ACC-0112,,False,False,10
REQ-05588,P000438,ACC-0170,ACC-0148,False,False,4
REQ-05591,P000217,ACC-0112,ACC-0150,False,False,5
REQ-05592,P000335,ACC-0284,ACC-0187,False,False,4
REQ-05593,P000406,ACC-0143,ACC-0130,False,False,4
REQ-05596,P000315,ACC-0145,,False,False,4
REQ-05597,P000447,ACC-0155,ACC-0156,False,False,4
REQ-05600,P000418,ACC-0289,,False,False,4
REQ-05601,P000228,ACC-0252,,False,False,5
REQ-05604,P000233,ACC-0147,,False,False,5
REQ-05605,P000206,ACC-0130,ACC-0267,False,False,4
REQ-05606,P000336,ACC-0132,ACC-0022,False,False,4
REQ-05608,P000433,ACC-0244,,False,False,4
REQ-05609,P000247,ACC-0092,ACC-0032,True,True,4
REQ-05611,P000294,ACC-0066,ACC-0094,False,False,5
REQ-05612,P000307,ACC-0253,ACC-0127,False,False,4
REQ-05613,P000380,ACC-0229,ACC-0197,False,False,4
REQ-05614,P000008,ACC-0239,ACC-0050,False,False,10
REQ-05615,P000089,ACC-0090,ACC-0216,False,False,10
REQ-05616,P000032,ACC-0214,,False,False,9
REQ-05617,P000150,ACC-0132,,False,False,10
REQ-05619,P000161,ACC-0059,,False,False,8
REQ-05623,P000115,ACC-0184,ACC-0127,False,False,9
REQ-05624,P000220,ACC-0022,,False,False,5
REQ-05625,P000071,ACC-0112,,False,False,7
REQ-05626,P000283,ACC-0295,,False,False,5
REQ-05627,P000335,ACC-0002,,False,False,4
REQ-05628,P000057,ACC-0171,,False,False,9
REQ-05629,P000038,ACC-0128,,False,False,10
REQ-05630,P000150,ACC-0092,,True,True,10
REQ-05632,P000333,ACC-0237,ACC-0063,False,False,4
REQ-05633,P000358,ACC-0007,ACC-0170,False,False,4
REQ-05634,P000090,ACC-0112,ACC-0191,False,False,10
REQ-05637,P000411,ACC-0281,,False,False,4
REQ-05638,P000177,ACC-0007,,False,False,5
REQ-05639,P000389,ACC-0170,,False,False,4
REQ-05641,P000161,ACC-0118,ACC-0199,False,False,8
REQ-05642,P000390,ACC-0107,,False,False,4
REQ-05643,P000369,ACC-0202,,False,False,4
REQ-05644,P000277,ACC-0287,,False,False,4
REQ-05645,P000008,ACC-0299,ACC-0170,False,False,10
REQ-05646,P000380,ACC-0108,,False,False,4
REQ-05647,P000009,ACC-0275,,False,False,9
REQ-05650,P000182,ACC-0217,,False,False,5
REQ-05654,P000022,ACC-0148,,False,False,10
REQ-05656,P000079,ACC-0293,,False,False,10
REQ-05657,P000146,ACC-0171,,False,False,6
REQ-05660,P000032,ACC-0174,ACC-0142,False,False,9
REQ-05662,P000211,ACC-0079,,False,False,5
REQ-05665,P000399,ACC-0179,,False,False,4
REQ-05666,P000003,ACC-0130,,False,False,10
