note_id,note_name,normalized_note_name,in_rule,in_real,rule_volume,real_volume,status
NOTE-0476,Habanolide,habanolide,True,False,47,0,RULE_ONLY
NOTE-0477,Galbanum Resin,galbanum_resin,True,False,7,0,RULE_ONLY
NOTE-0478,Elemi Resin,elemi_resin,True,False,6,0,RULE_ONLY
NOTE-0479,Lentisque Absolute,lentisque_absolute,True,False,1,0,RULE_ONLY
NOTE-0480,Violet Leaf Absolute,violet_leaf_absolute,True,False,4,0,RULE_ONLY
NOTE-0481,Orris Concrete,orris_concrete,True,False,3,0,RULE_ONLY
NOTE-0482,Rice Powder Accord,rice_powder_accord,True,False,1,0,RULE_ONLY
NOTE-0483,Mimosa Absolute,mimosa_absolute,True,False,1,0,RULE_ONLY
NOTE-0484,Heliotropin,heliotropin,True,False,16,0,RULE_ONLY
NOTE-0485,IsoButyl Quinoline,isobutyl_quinoline,True,False,10,0,RULE_ONLY
NOTE-0486,Geosmin Trace,geosmin_trace,True,False,1,0,RULE_ONLY
NOTE-0487,Cardamom CO₂,cardamom_co2,True,False,1,0,RULE_ONLY
NOTE-0488,Pink Pepper CO₂,pink_pepper_co2,True,False,5,0,RULE_ONLY
NOTE-0489,Aldehyde C-10,aldehyde_c_10,True,False,6,0,RULE_ONLY
NOTE-0490,Lemon Oil,lemon_oil,True,False,4,0,RULE_ONLY
NOTE-0491,Petitgrain Oil,petitgrain_oil,True,False,6,0,RULE_ONLY
NOTE-0492,Jasmine Absolute,jasmine_absolute,True,False,9,0,RULE_ONLY
NOTE-0493,Orange Blossom Absolute,orange_blossom_absolute,True,False,6,0,RULE_ONLY
NOTE-0494,Ylang-Ylang Extra,ylang_ylang_extra,True,False,4,0,RULE_ONLY
NOTE-0495,Ethyl Maltol,ethyl_maltol,True,False,4,0,RULE_ONLY
NOTE-0496,Tonka Bean Absolute,tonka_bean_absolute,True,False,21,0,RULE_ONLY
NOTE-0497,Calone,calone,True,False,5,0,RULE_ONLY
NOTE-0498,Dihydromyrcenol,dihydromyrcenol,True,False,3,0,RULE_ONLY
NOTE-0499,Lavender Oil,lavender_oil,True,False,11,0,RULE_ONLY
NOTE-0500,Phenyl Ethyl Alcohol,phenyl_ethyl_alcohol,True,False,2,0,RULE_ONLY
NOTE-0501,Rose Absolute,rose_absolute,True,False,23,0,RULE_ONLY
NOTE-0502,Geraniol,geraniol,True,False,3,0,RULE_ONLY
NOTE-0503,Citronellol,citronellol,True,False,3,0,RULE_ONLY
NOTE-0504,Damascenone,damascenone,True,False,7,0,RULE_ONLY
NOTE-0505,Galaxolide,galaxolide,True,False,10,0,RULE_ONLY
NOTE-0506,Helvetolide,helvetolide,True,False,3,0,RULE_ONLY
NOTE-0507,Ambrettolide,ambrettolide,True,False,7,0,RULE_ONLY
NOTE-0508,Ethylene Brassylate,ethylene_brassylate,True,False,2,0,RULE_ONLY
NOTE-0509,Linalool,linalool,True,False,8,0,RULE_ONLY
NOTE-0510,Linalyl Acetate,linalyl_acetate,True,False,4,0,RULE_ONLY
NOTE-0511,Gamma-Undecalactone,gamma_undecalactone,True,False,4,0,RULE_ONLY
NOTE-0512,Cinnamon Bark Oil,cinnamon_bark_oil,True,False,6,0,RULE_ONLY
NOTE-0513,Clove Bud Oil,clove_bud_oil,True,False,8,0,RULE_ONLY
NOTE-0514,Nutmeg Oil,nutmeg_oil,True,False,8,0,RULE_ONLY
NOTE-0515,Patchouli Heart,patchouli_heart,True,False,4,0,RULE_ONLY
NOTE-0516,Castoreum Replacer,castoreum_replacer,True,False,10,0,RULE_ONLY
NOTE-0517,Fig Leaf Accord,fig_leaf_accord,True,False,2,0,RULE_ONLY
NOTE-0518,Coconut Lactone,coconut_lactone,True,False,3,0,RULE_ONLY
NOTE-0519,Tobacco Absolute,tobacco_absolute,True,False,7,0,RULE_ONLY
NOTE-0520,Honey Accord,honey_accord,True,False,3,0,RULE_ONLY
NOTE-0521,Peppermint Oil,peppermint_oil,True,False,1,0,RULE_ONLY
NOTE-0522,Menthol Crystals,menthol_crystals,True,False,1,0,RULE_ONLY
NOTE-0523,Eucalyptol,eucalyptol,True,False,2,0,RULE_ONLY
NOTE-0524,Benzyl Salicylate,benzyl_salicylate,True,False,4,0,RULE_ONLY
NOTE-0525,Cypriol Oil,cypriol_oil,True,False,9,0,RULE_ONLY
NOTE-0526,Grapefruit Oil,grapefruit_oil,True,False,2,0,RULE_ONLY
NOTE-0527,Orris Butter,orris_butter,True,False,8,0,RULE_ONLY
NOTE-0528,Iris Aldehyde,iris_aldehyde,True,False,1,0,RULE_ONLY
NOTE-0529,Carrot Seed Oil,carrot_seed_oil,True,False,1,0,RULE_ONLY
NOTE-0530,Neroli Oil,neroli_oil,True,False,3,0,RULE_ONLY
NOTE-0531,Hexyl Acetate,hexyl_acetate,True,False,1,0,RULE_ONLY
NOTE-0532,cis-3-Hexenol,cis_3_hexenol,True,False,4,0,RULE_ONLY
NOTE-0533,Aldehyde C-6,aldehyde_c_6,True,False,2,0,RULE_ONLY
NOTE-0534,Ionone Alpha,ionone_alpha,True,False,2,0,RULE_ONLY
NOTE-0535,Rosemary Oil,rosemary_oil,True,False,3,0,RULE_ONLY
NOTE-0536,Benzaldehyde,benzaldehyde,True,False,2,0,RULE_ONLY
NOTE-0537,Pepper Black,pepper_black,True,False,1,0,RULE_ONLY
NOTE-0538,Ethyl Vanillin,ethyl_vanillin,True,False,2,0,RULE_ONLY
NOTE-0539,Frankincense Resin,frankincense_resin,True,False,7,0,RULE_ONLY
NOTE-0540,Aldehyde C-12 Lauric,aldehyde_c_12_lauric,True,False,1,0,RULE_ONLY
NOTE-0541,Rose Oxide,rose_oxide,True,False,2,0,RULE_ONLY
NOTE-0542,Coffee Absolute,coffee_absolute,True,False,1,0,RULE_ONLY
NOTE-0543,Pyrazine Accord,pyrazine_accord,True,False,1,0,RULE_ONLY
NOTE-0544,Cocoa Absolute,cocoa_absolute,True,False,4,0,RULE_ONLY
NOTE-0545,Benzyl Alcohol,benzyl_alcohol,True,False,1,0,RULE_ONLY
NOTE-0546,Cinnamon Leaf Oil,cinnamon_leaf_oil,True,False,3,0,RULE_ONLY
NOTE-0547,Cinnamyl Alcohol,cinnamyl_alcohol,True,False,1,0,RULE_ONLY
NOTE-0548,Clove Oil,clove_oil,True,False,2,0,RULE_ONLY
NOTE-0549,Ginger CO₂,ginger_co2,True,False,4,0,RULE_ONLY
NOTE-0550,Cardamom Oil,cardamom_oil,True,False,9,0,RULE_ONLY
NOTE-0551,Ethyl Butyrate,ethyl_butyrate,True,False,2,0,RULE_ONLY
NOTE-0552,Eugenol,eugenol,True,False,1,0,RULE_ONLY
NOTE-0553,Mace Oil,mace_oil,True,False,1,0,RULE_ONLY
NOTE-0554,Black Pepper Oil,black_pepper_oil,True,False,4,0,RULE_ONLY
NOTE-0555,Saffron Accord,saffron_accord,True,False,3,0,RULE_ONLY
NOTE-0556,Suederal,suederal,True,False,8,0,RULE_ONLY
NOTE-0557,Basil Oil,basil_oil,True,False,4,0,RULE_ONLY
NOTE-0558,Thyme Oil,thyme_oil,True,False,2,0,RULE_ONLY
NOTE-0559,Cumin Seed Oil,cumin_seed_oil,True,False,5,0,RULE_ONLY
NOTE-0560,Coriander Seed Oil,coriander_seed_oil,True,False,1,0,RULE_ONLY
NOTE-0561,Ozonic Accord,ozonic_accord,True,False,1,0,RULE_ONLY
NOTE-0562,Green Tea Absolute,green_tea_absolute,True,False,1,0,RULE_ONLY
NOTE-0563,Milk Lactone,milk_lactone,True,False,4,0,RULE_ONLY
NOTE-0564,Rice Accord,rice_accord,True,False,1,0,RULE_ONLY
NOTE-0565,Violet Ionone,violet_ionone,True,False,2,0,RULE_ONLY
NOTE-0566,Rum CO₂ Extract,rum_co2_extract,True,False,1,0,RULE_ONLY
NOTE-0567,Oakwood Extract,oakwood_extract,True,False,1,0,RULE_ONLY
NOTE-0568,Tomato Leaf Accord,tomato_leaf_accord,True,False,1,0,RULE_ONLY
NOTE-0569,Civet Replacer,civet_replacer,True,False,8,0,RULE_ONLY
NOTE-0570,Costus Root,costus_root,True,False,8,0,RULE_ONLY
NOTE-0571,Olibanum CO₂,olibanum_co2,True,False,1,0,RULE_ONLY
NOTE-0572,Guaiacol,guaiacol,True,False,3,0,RULE_ONLY
NOTE-0573,Styrax Resin,styrax_resin,True,False,3,0,RULE_ONLY
NOTE-0574,Honey Absolute,honey_absolute,True,False,5,0,RULE_ONLY
NOTE-0575,Beeswax Absolute,beeswax_absolute,True,False,2,0,RULE_ONLY
NOTE-0576,Ash Accord,ash_accord,True,False,2,0,RULE_ONLY
NOTE-0577,Wormwood Accord,wormwood_accord,True,False,2,0,RULE_ONLY
NOTE-0578,Sandalwood Mysore,sandalwood_mysore,True,False,1,0,RULE_ONLY
NOTE-0579,Birch Tar (Low),birch_tar_low,True,False,3,0,RULE_ONLY
NOTE-0580,Cinnamon Bark,cinnamon_bark,True,False,4,0,RULE_ONLY
NOTE-0581,Iris Butter,iris_butter,True,False,3,0,RULE_ONLY
NOTE-0582,Aldehyde C-12,aldehyde_c_12,True,False,1,0,RULE_ONLY
NOTE-0583,Cade Oil (Low),cade_oil_low,True,False,4,0,RULE_ONLY
NOTE-0584,Apple Accord,apple_accord,True,False,2,0,RULE_ONLY
NOTE-0585,Patchouli Absolute,patchouli_absolute,True,False,14,0,RULE_ONLY
NOTE-0586,Vetiver Java,vetiver_java,True,False,6,0,RULE_ONLY
NOTE-0587,Cannabis Accord,cannabis_accord,True,False,9,0,RULE_ONLY
NOTE-0588,Blackcurrant Bud,blackcurrant_bud,True,False,4,0,RULE_ONLY
NOTE-0589,Hemp Accord,hemp_accord,True,False,3,0,RULE_ONLY
NOTE-0590,Mushroom Accord,mushroom_accord,True,False,1,0,RULE_ONLY
NOTE-0591,Geosmin Accord,geosmin_accord,True,False,5,0,RULE_ONLY
NOTE-0592,Pear Accord,pear_accord,True,False,2,0,RULE_ONLY
NOTE-0593,Ethyl Maltol (Low),ethyl_maltol_low,True,False,2,0,RULE_ONLY
NOTE-0594,Green Mango Accord,green_mango_accord,True,False,1,0,RULE_ONLY
NOTE-0595,Plum Accord,plum_accord,True,False,1,0,RULE_ONLY
NOTE-0596,Davana Oil,davana_oil,True,False,1,0,RULE_ONLY
NOTE-0597,Peach Lactone,peach_lactone,True,False,1,0,RULE_ONLY
NOTE-0598,Apricot Accord,apricot_accord,True,False,1,0,RULE_ONLY
NOTE-0599,Raspberry Ketone,raspberry_ketone,True,False,2,0,RULE_ONLY
NOTE-0600,Passionfruit Accord,passionfruit_accord,True,False,1,0,RULE_ONLY
NOTE-0601,Pineapple Accord,pineapple_accord,True,False,1,0,RULE_ONLY
NOTE-0602,Mango Accord,mango_accord,True,False,1,0,RULE_ONLY
NOTE-0603,Fig Accord,fig_accord,True,False,1,0,RULE_ONLY
NOTE-0604,Patchouli Oil,patchouli_oil,True,False,15,0,RULE_ONLY
NOTE-0605,Safraleine,safraleine,True,False,3,0,RULE_ONLY
NOTE-0606,Styrax Resinoid,styrax_resinoid,True,False,9,0,RULE_ONLY
NOTE-0607,Oud Synthetic,oud_synthetic,True,False,1,0,RULE_ONLY
NOTE-0608,Tonalid,tonalid,True,False,3,0,RULE_ONLY
NOTE-0609,Muscone,muscone,True,False,4,0,RULE_ONLY
NOTE-0610,Civetone,civetone,True,False,2,0,RULE_ONLY
NOTE-0611,Castoreum Absolute,castoreum_absolute,True,False,2,0,RULE_ONLY
NOTE-0612,Cinnamon Oil,cinnamon_oil,True,False,4,0,RULE_ONLY
NOTE-0613,Frankincense Oil,frankincense_oil,True,False,2,0,RULE_ONLY
NOTE-0614,Myrrh Resinoid,myrrh_resinoid,True,False,2,0,RULE_ONLY
NOTE-0615,Costus Oil,costus_oil,True,False,2,0,RULE_ONLY
NOTE-0616,Ambrette Seed Oil,ambrette_seed_oil,True,False,1,0,RULE_ONLY
NOTE-0617,Muscenone,muscenone,True,False,2,0,RULE_ONLY
NOTE-0618,Egg Accord,egg_accord,True,False,1,0,RULE_ONLY
NOTE-0619,Caramel Accord,caramel_accord,True,False,1,0,RULE_ONLY
NOTE-0620,Almond Accord,almond_accord,True,False,1,0,RULE_ONLY
NOTE-0621,Butter Accord,butter_accord,True,False,1,0,RULE_ONLY
NOTE-0622,Burnt Sugar Accord,burnt_sugar_accord,True,False,1,0,RULE_ONLY
NOTE-0623,Cypriol (Nagarmotha),cypriol_nagarmotha,True,False,1,0,RULE_ONLY
NOTE-0624,Castoreum Accord,castoreum_accord,True,False,1,0,RULE_ONLY
NOTE-0625,Violet Ionones,violet_ionones,True,False,1,0,RULE_ONLY
NOTE-0626,Oakmoss (Low),oakmoss_low,True,False,2,0,RULE_ONLY
NOTE-0627,Orris Resinoid,orris_resinoid,True,False,1,0,RULE_ONLY
NOTE-0628,Sugar Accord,sugar_accord,True,False,1,0,RULE_ONLY
NOTE-0629,Powdery Musk,powdery_musk,True,False,1,0,RULE_ONLY
NOTE-0630,Timberol,timberol,True,False,1,0,RULE_ONLY
NOTE-0631,Cetalox,cetalox,True,False,2,0,RULE_ONLY
NOTE-0632,Sandalwood Oil,sandalwood_oil,True,False,3,0,RULE_ONLY
NOTE-0633,Georgywood,georgywood,True,False,1,0,RULE_ONLY
NOTE-0634,Pink Pepper Oil,pink_pepper_oil,True,False,1,0,RULE_ONLY
NOTE-0635,Ginger Oil,ginger_oil,True,False,1,0,RULE_ONLY
NOTE-0636,Sage Oil,sage_oil,True,False,1,0,RULE_ONLY
NOTE-0637,Galbanum Oil,galbanum_oil,True,False,2,0,RULE_ONLY
NOTE-0638,Fig Leaf Base,fig_leaf_base,True,False,1,0,RULE_ONLY
NOTE-0639,Helional,helional,True,False,2,0,RULE_ONLY
NOTE-0640,Melonal,melonal,True,False,1,0,RULE_ONLY
NOTE-0641,Ambrocenide,ambrocenide,True,False,1,0,RULE_ONLY
NOTE-0642,Caramel Note,caramel_note,True,False,1,0,RULE_ONLY
NOTE-0643,Iris Absolute,iris_absolute,True,False,1,0,RULE_ONLY
NOTE-0644,Veramoss,veramoss,True,False,1,0,RULE_ONLY
NOTE-0645,Tuberose Absolute,tuberose_absolute,True,False,2,0,RULE_ONLY
NOTE-0646,Gardenia Accord,gardenia_accord,True,False,1,0,RULE_ONLY
NOTE-0647,Phenethyl Alcohol,phenethyl_alcohol,True,False,1,0,RULE_ONLY
NOTE-0648,Ionone Beta,ionone_beta,True,False,1,0,RULE_ONLY
NOTE-0649,Methyl Ionone,methyl_ionone,True,False,1,0,RULE_ONLY
NOTE-0650,Kephalis,kephalis,True,False,1,0,RULE_ONLY
NOTE-0651,Floralozone,floralozone,True,False,1,0,RULE_ONLY
NOTE-0652,Aquozone,aquozone,True,False,1,0,RULE_ONLY
NOTE-0653,Indole,indole,True,False,1,0,RULE_ONLY
NOTE-0654,Mandarin Oil,mandarin_oil,True,False,1,0,RULE_ONLY
NOTE-0655,Aldehyde C-14,aldehyde_c_14,True,False,2,0,RULE_ONLY
NOTE-0656,Apple Lactone,apple_lactone,True,False,1,0,RULE_ONLY
NOTE-0657,Maltol,maltol,True,False,1,0,RULE_ONLY
NOTE-0658,Maple Lactone,maple_lactone,True,False,1,0,RULE_ONLY
NOTE-0659,Javanol,javanol,True,False,1,0,RULE_ONLY
NOTE-0660,Bacdanol,bacdanol,True,False,1,0,RULE_ONLY
NOTE-0661,Romandolide,romandolide,True,False,1,0,RULE_ONLY
NOTE-0662,Anisaldehyde,anisaldehyde,True,False,1,0,RULE_ONLY
NOTE-0663,Aldehyde C-18,aldehyde_c_18,True,False,2,0,RULE_ONLY
NOTE-0664,Gamma-Nonalactone,gamma_nonalactone,True,False,1,0,RULE_ONLY
NOTE-0665,Benzyl Acetate,benzyl_acetate,True,False,1,0,RULE_ONLY
NOTE-0666,Exaltolide,exaltolide,True,False,1,0,RULE_ONLY
NOTE-0667,Phenylacetic Acid,phenylacetic_acid,True,False,1,0,RULE_ONLY
