request_id,phrase,canonical_descriptor
REQ-05159,amber,amber
REQ-05163,fresh cut grass,green
REQ-05165,vanilla,gourmand
REQ-05167,clean,clean
REQ-05167,smoky,smoky
REQ-05167,sweet,sweet
REQ-05168,powdery,powdery
REQ-05168,sweet,sweet
REQ-05169,leather,leather
REQ-05170,musk,musky
REQ-05172,fresh,fresh
REQ-05172,freshly washed,clean
REQ-05176,smoky,smoky
REQ-05177,sweet,sweet
REQ-05178,musk,musky
REQ-05180,fresh,fresh
REQ-05180,vanilla,gourmand
REQ-05182,citrus,citrus
REQ-05182,musk,musky
REQ-05182,barbershop,fougere
REQ-05183,powdery,powdery
REQ-05184,sweet,sweet
REQ-05185,clean,clean
REQ-05185,dark,dark
REQ-05186,leather,leather
REQ-05187,vanilla,gourmand
REQ-05191,musk,musky
REQ-05193,dark,dark
REQ-05193,leather,leather
REQ-05193,coffee,gourmand
REQ-05195,spicy,spicy
REQ-05196,mineral,mineral
REQ-05197,fresh,fresh
REQ-05197,freshly washed,clean
REQ-05198,smoky,smoky
REQ-05198,green,green
REQ-05199,aquatic,aquatic
REQ-05200,clean,clean
REQ-05200,hotel lobby,clean
REQ-05200,leather,leather
REQ-05201,sweet,sweet
REQ-05202,vanilla,gourmand
REQ-05204,floral,floral
REQ-05206,fresh,fresh
REQ-05206,fresh cut grass,green
REQ-05207,citrus,citrus
REQ-05208,clean,clean
REQ-05208,smoke,smoky
REQ-05208,fireplace,smoky
REQ-05208,leather,leather
REQ-05209,woody,woody
REQ-05209,vanilla,gourmand
REQ-05210,sweet,sweet
REQ-05212,amber,amber
REQ-05218,vanilla,gourmand
REQ-05219,fresh,fresh
REQ-05220,clean,clean
REQ-05220,powdery,powdery
REQ-05221,spicy,spicy
REQ-05222,aquatic,aquatic
REQ-05224,sweet,sweet
REQ-05225,leather,leather
REQ-05225,sweet,sweet
REQ-05226,vanilla,gourmand
REQ-05228,fresh,fresh
REQ-05228,citrus,citrus
REQ-05228,fresh cut grass,green
REQ-05230,musky,musky
REQ-05230,musk,musky
REQ-05232,leather,leather
REQ-05233,wet stone,mineral
REQ-05234,sweet,sweet
REQ-05235,woody,woody
REQ-05235,mineral,mineral
REQ-05238,forest,woody
REQ-05238,citrus,citrus
REQ-05238,after rain,ozonic
REQ-05239,dark,dark
REQ-05240,smoky,smoky
REQ-05241,smoky,smoky
REQ-05243,dark,dark
REQ-05243,wet stone,mineral
REQ-05244,smoky,smoky
REQ-05245,clean,clean
REQ-05245,smoky,smoky
REQ-05245,floral,floral
REQ-05247,clean,clean
REQ-05247,smoke,smoky
REQ-05247,fireplace,smoky
REQ-05248,sweet,sweet
REQ-05252,spicy,spicy
REQ-05252,aquatic,aquatic
REQ-05253,smoky,smoky
REQ-05257,clean,clean
REQ-05258,clean,clean
REQ-05259,spicy,spicy
REQ-05264,clean,clean
REQ-05264,aquatic,aquatic
REQ-05265,ozone,ozonic
REQ-05267,clean,clean
REQ-05267,mineral,mineral
REQ-05268,clean,clean
REQ-05269,wet stone,mineral
REQ-05272,smoky,smoky
REQ-05273,forest,woody
REQ-05273,after rain,ozonic
REQ-05275,mineral,mineral
REQ-05276,smoky,smoky
REQ-05277,forest,woody
REQ-05277,after rain,ozonic
REQ-05278,barbershop,fougere
REQ-05280,clean,clean
REQ-05282,leather,leather
REQ-05282,sweet,sweet
REQ-05283,clean,clean
REQ-05284,powdery,powdery
REQ-05285,smoky,smoky
REQ-05287,woody,woody
REQ-05287,smoky,smoky
REQ-05287,vanilla,gourmand
REQ-05288,citrus,citrus
REQ-05289,citrus,citrus
REQ-05290,sweet,sweet
REQ-05291,vanilla,gourmand
REQ-05292,sweet,sweet
REQ-05294,powdery,powdery
REQ-05297,smoky,smoky
REQ-05297,leather,leather
REQ-05299,leather,leather
REQ-05301,clean,clean
REQ-05301,hotel lobby,clean
REQ-05301,leather,leather
REQ-05303,musk,musky
REQ-05304,citrus,citrus
REQ-05306,powdery,powdery
REQ-05307,smoky,smoky
REQ-05309,mineral,mineral
REQ-05311,sweet,sweet
REQ-05314,fresh,fresh
REQ-05316,spicy,spicy
REQ-05316,powdery,powdery
REQ-05317,fresh,fresh
REQ-05317,clean,clean
REQ-05317,fresh cut grass,green
REQ-05318,aquatic,aquatic
REQ-05319,amber,amber
REQ-05321,musk,musky
REQ-05321,leather,leather
REQ-05322,sweet,sweet
REQ-05323,smoky,smoky
REQ-05324,leather,leather
REQ-05328,powdery,powdery
REQ-05329,sweet,sweet
REQ-05331,clean,clean
REQ-05331,citrus,citrus
REQ-05333,citrus,citrus
REQ-05334,leather,leather
REQ-05334,coffee,gourmand
REQ-05335,leather,leather
REQ-05335,coffee,gourmand
REQ-05338,sweet,sweet
REQ-05341,clean,clean
REQ-05341,green,green
REQ-05342,vanilla,gourmand
REQ-05343,smoky,smoky
REQ-05345,smoky,smoky
REQ-05347,clean,clean
REQ-05348,dark,dark
REQ-05348,powdery,powdery
REQ-05349,smoke,smoky
REQ-05349,fireplace,smoky
REQ-05350,sweet,sweet
REQ-05351,fresh,fresh
REQ-05351,powdery,powdery
REQ-05352,clean,clean
REQ-05354,leather,leather
REQ-05354,vanilla,gourmand
REQ-05355,forest,woody
REQ-05355,after rain,ozonic
REQ-05358,musk,musky
REQ-05358,wet stone,mineral
REQ-05360,dark,dark
REQ-05361,musk,musky
REQ-05363,fresh,fresh
REQ-05363,citrus,citrus
REQ-05365,smoky,smoky
REQ-05366,musk,musky
REQ-05367,mineral,mineral
REQ-05367,sweet,sweet
REQ-05368,sweet,sweet
REQ-05369,sweet,sweet
REQ-05370,vanilla,gourmand
REQ-05371,powdery,powdery
REQ-05372,fresh,fresh
REQ-05372,freshly washed,clean
REQ-05373,fresh,fresh
REQ-05373,sweet,sweet
REQ-05375,spicy,spicy
REQ-05376,smoky,smoky
REQ-05376,vanilla,gourmand
REQ-05377,sweet,sweet
REQ-05378,leather,leather
REQ-05382,sweet,sweet
REQ-05383,citrus,citrus
REQ-05385,forest,woody
REQ-05385,after rain,ozonic
REQ-05386,woody,woody
REQ-05388,leather,leather
REQ-05388,vanilla,gourmand
REQ-05390,fresh,fresh
REQ-05390,freshly washed,clean
REQ-05390,powdery,powdery
REQ-05391,amber,amber
REQ-05391,leather,leather
REQ-05392,fresh,fresh
REQ-05393,musk,musky
REQ-05394,citrus,citrus
REQ-05396,citrus,citrus
REQ-05397,fresh,fresh
REQ-05398,vanilla,gourmand
REQ-05399,freshly washed,clean
REQ-05400,mineral,mineral
REQ-05403,musk,musky
REQ-05405,vanilla,gourmand
REQ-05408,musk,musky
REQ-05408,ozone,ozonic
REQ-05410,woody,woody
REQ-05410,musky,musky
REQ-05410,musk,musky
REQ-05410,leather,leather
REQ-05412,clean,clean
REQ-05413,powdery,powdery
REQ-05416,smoky,smoky
REQ-05416,aquatic,aquatic
REQ-05417,amber,amber
REQ-05418,amber,amber
REQ-05419,dark,dark
REQ-05419,leather,leather
REQ-05420,smoky,smoky
REQ-05421,leather,leather
REQ-05422,woody,woody
REQ-05424,green,green
REQ-05424,sweet,sweet
REQ-05429,ozone,ozonic
REQ-05429,powdery,powdery
REQ-05430,clean,clean
REQ-05431,fresh,fresh
REQ-05431,freshly washed,clean
REQ-05431,musk,musky
REQ-05431,sweet,sweet
REQ-05432,leather,leather
REQ-05434,sweet,sweet
REQ-05435,wet stone,mineral
REQ-05436,leather,leather
REQ-05438,musk,musky
REQ-05439,leather,leather
REQ-05439,powdery,powdery
REQ-05439,vanilla,gourmand
REQ-05440,vanilla,gourmand
REQ-05441,smoky,smoky
REQ-05443,smoky,smoky
REQ-05446,powdery,powdery
REQ-05448,clean,clean
REQ-05448,smoky,smoky
REQ-05449,musk,musky
REQ-05449,sweet,sweet
REQ-05450,smoky,smoky
REQ-05450,vanilla,gourmand
REQ-05453,musk,musky
REQ-05453,wet stone,mineral
REQ-05454,smoke,smoky
REQ-05454,fireplace,smoky
REQ-05455,powdery,powdery
REQ-05456,leather,leather
REQ-05457,clean,clean
REQ-05457,powdery,powdery
REQ-05459,sweet,sweet
REQ-05463,vanilla,gourmand
REQ-05464,barbershop,fougere
REQ-05465,vanilla,gourmand
REQ-05466,leather,leather
REQ-05467,fresh cut grass,green
REQ-05468,powdery,powdery
REQ-05469,leather,leather
REQ-05470,smoky,smoky
REQ-05472,green,green
REQ-05473,ozone,ozonic
REQ-05474,fresh,fresh
REQ-05474,freshly washed,clean
REQ-05476,ozone,ozonic
REQ-05476,sweet,sweet
REQ-05478,powdery,powdery
REQ-05479,clean,clean
REQ-05479,wet stone,mineral
REQ-05481,citrus,citrus
REQ-05481,vanilla,gourmand
REQ-05482,wet stone,mineral
REQ-05482,powdery,powdery
REQ-05483,leather,leather
REQ-05483,coffee,gourmand
REQ-05484,leather,leather
REQ-05485,vanilla,gourmand
REQ-05488,musk,musky
REQ-05489,vanilla,gourmand
REQ-05492,forest,woody
REQ-05492,after rain,ozonic
REQ-05495,sweet,sweet
REQ-05496,clean,clean
REQ-05500,fresh,fresh
REQ-05500,smoky,smoky
REQ-05500,fresh cut grass,green
REQ-05501,musk,musky
REQ-05502,wet stone,mineral
REQ-05503,clean,clean
REQ-05504,mineral,mineral
REQ-05505,smoky,smoky
REQ-05506,ozone,ozonic
REQ-05508,ozone,ozonic
REQ-05509,barbershop,fougere
REQ-05510,vanilla,gourmand
REQ-05512,ozonic,ozonic
REQ-05513,sweet,sweet
REQ-05514,forest,woody
REQ-05514,citrus,citrus
REQ-05515,citrus,citrus
REQ-05516,citrus,citrus
REQ-05517,smoke,smoky
REQ-05517,fireplace,smoky
REQ-05518,green,green
REQ-05518,musk,musky
REQ-05518,vanilla,gourmand
REQ-05520,powdery,powdery
REQ-05521,spicy,spicy
REQ-05522,citrus,citrus
REQ-05523,ozone,ozonic
REQ-05524,forest,woody
REQ-05524,after rain,ozonic
REQ-05525,leather,leather
REQ-05526,powdery,powdery
REQ-05527,clean,clean
REQ-05527,hotel lobby,clean
REQ-05529,citrus,citrus
REQ-05530,sweet,sweet
REQ-05531,aquatic,aquatic
REQ-05532,ozone,ozonic
REQ-05533,clean,clean
REQ-05533,musky,musky
REQ-05533,musk,musky
REQ-05534,powdery,powdery
REQ-05535,smoky,smoky
REQ-05535,wet stone,mineral
REQ-05537,clean,clean
REQ-05537,musky,musky
REQ-05537,musk,musky
REQ-05539,clean,clean
REQ-05539,ozone,ozonic
REQ-05541,leather,leather
REQ-05541,powdery,powdery
REQ-05542,sweet,sweet
REQ-05544,ozonic,ozonic
REQ-05545,sweet,sweet
REQ-05548,musk,musky
REQ-05549,clean,clean
REQ-05551,fresh,fresh
REQ-05555,floral,floral
REQ-05555,citrus,citrus
REQ-05556,sweet,sweet
REQ-05557,citrus,citrus
REQ-05559,smoky,smoky
REQ-05561,fresh,fresh
REQ-05561,fresh cut grass,green
REQ-05563,vanilla,gourmand
REQ-05564,fresh,fresh
REQ-05564,freshly washed,clean
REQ-05564,powdery,powdery
REQ-05565,smoky,smoky
REQ-05566,ozone,ozonic
REQ-05568,citrus,citrus
REQ-05568,musk,musky
REQ-05571,woody,woody
REQ-05576,spicy,spicy
REQ-05577,clean,clean
REQ-05577,leather,leather
REQ-05577,coffee,gourmand
REQ-05579,sweet,sweet
REQ-05581,sweet,sweet
REQ-05582,clean,clean
REQ-05582,hotel lobby,clean
REQ-05582,citrus,citrus
REQ-05584,fresh,fresh
REQ-05584,freshly washed,clean
REQ-05587,clean,clean
REQ-05588,musk,musky
REQ-05591,citrus,citrus
REQ-05593,smoky,smoky
REQ-05594,smoky,smoky
REQ-05594,powdery,powdery
REQ-05595,smoky,smoky
REQ-05598,spicy,spicy
REQ-05598,powdery,powdery
REQ-05600,vanilla,gourmand
REQ-05602,citrus,citrus
REQ-05602,musk,musky
REQ-05603,leather,leather
REQ-05603,coffee,gourmand
REQ-05605,smoky,smoky
REQ-05605,smoke,smoky
REQ-05605,fireplace,smoky
REQ-05606,fresh,fresh
REQ-05606,fresh cut grass,green
REQ-05607,fresh,fresh
REQ-05607,fresh cut grass,green
REQ-05607,musk,musky
REQ-05610,dark,dark
REQ-05610,smoky,smoky
REQ-05612,clean,clean
REQ-05612,hotel lobby,clean
REQ-05615,leather,leather
REQ-05615,vanilla,gourmand
REQ-05617,smoky,smoky
REQ-05617,powdery,powdery
REQ-05618,floral,floral
REQ-05618,musk,musky
REQ-05619,sweet,sweet
REQ-05621,vanilla,gourmand
REQ-05622,fresh,fresh
REQ-05622,fresh cut grass,green
REQ-05624,clean,clean
REQ-05624,leather,leather
REQ-05624,coffee,gourmand
REQ-05626,citrus,citrus
REQ-05627,musk,musky
REQ-05628,powdery,powdery
REQ-05629,spicy,spicy
REQ-05633,clean,clean
REQ-05634,aquatic,aquatic
REQ-05635,green,green
REQ-05639,smoky,smoky
REQ-05639,leather,leather
REQ-05640,forest,woody
REQ-05640,after rain,ozonic
REQ-05640,vanilla,gourmand
REQ-05642,clean,clean
REQ-05643,smoky,smoky
REQ-05644,leather,leather
REQ-05644,coffee,gourmand
REQ-05646,musk,musky
REQ-05647,smoky,smoky
REQ-05649,clean,clean
REQ-05649,powdery,powdery
REQ-05650,leather,leather
REQ-05652,forest,woody
REQ-05652,smoky,smoky
REQ-05652,green,green
REQ-05652,after rain,ozonic
REQ-05653,fresh,fresh
REQ-05653,floral,floral
REQ-05653,fresh cut grass,green
REQ-05653,powdery,powdery
REQ-05655,freshly washed,clean
REQ-05655,citrus,citrus
REQ-05656,powdery,powdery
REQ-05657,dark,dark
REQ-05658,smoky,smoky
REQ-05661,musky,musky
REQ-05661,musk,musky
REQ-05662,powdery,powdery
REQ-05664,forest,woody
REQ-05666,clean,clean
REQ-05667,powdery,powdery
REQ-05670,clean,clean
REQ-05670,powdery,powdery
REQ-05671,clean,clean
REQ-05671,hotel lobby,clean
REQ-05672,clean,clean
REQ-05672,musk,musky
REQ-05674,woody,woody
REQ-05676,citrus,citrus
REQ-05677,smoky,smoky
REQ-05678,smoke,smoky
REQ-05678,fireplace,smoky
REQ-05681,wet stone,mineral
REQ-05683,citrus,citrus
REQ-05684,ozonic,ozonic
REQ-05686,sweet,sweet
REQ-05688,vanilla,gourmand
REQ-05689,vanilla,gourmand
REQ-05690,musk,musky
REQ-05692,vanilla,gourmand
REQ-05694,clean,clean
REQ-05695,spicy,spicy
REQ-05695,citrus,citrus
REQ-05696,musk,musky
REQ-05698,fresh,fresh
REQ-05698,fresh cut grass,green
REQ-05701,barbershop,fougere
REQ-05702,powdery,powdery
REQ-05704,wet stone,mineral
REQ-05705,forest,woody
REQ-05705,after rain,ozonic
REQ-05705,powdery,powdery
REQ-05706,sweet,sweet
REQ-05708,musk,musky
REQ-05709,citrus,citrus
REQ-05710,citrus,citrus
REQ-05711,citrus,citrus
REQ-05712,smoky,smoky
REQ-05712,powdery,powdery
REQ-05714,smoky,smoky
REQ-05715,citrus,citrus
REQ-05715,sweet,sweet
REQ-05717,smoky,smoky
REQ-05718,smoke,smoky
REQ-05718,fireplace,smoky
REQ-05718,sweet,sweet
REQ-05719,forest,woody
REQ-05719,after rain,ozonic
REQ-05720,musk,musky
REQ-05720,leather,leather
REQ-05720,coffee,gourmand
REQ-05722,smoky,smoky
REQ-05722,leather,leather
REQ-05724,musk,musky
REQ-05725,powdery,powdery
REQ-05726,smoky,smoky
REQ-05727,powdery,powdery
REQ-05728,fresh,fresh
REQ-05728,fresh cut grass,green
REQ-05728,powdery,powdery
REQ-05729,sweet,sweet
REQ-05731,clean,clean
REQ-05736,forest,woody
REQ-05737,sweet,sweet
REQ-05738,barbershop,fougere
REQ-05739,fresh,fresh
REQ-05739,fresh cut grass,green
REQ-05739,sweet,sweet
REQ-05741,sweet,sweet
REQ-05742,musk,musky
REQ-05744,dark,dark
REQ-05745,leather,leather
REQ-05746,citrus,citrus
REQ-05749,citrus,citrus
REQ-05750,clean,clean
REQ-05750,leather,leather
REQ-05750,coffee,gourmand
REQ-05753,fresh,fresh
REQ-05753,fresh cut grass,green
REQ-05754,sweet,sweet
REQ-05755,vanilla,gourmand
REQ-05756,vanilla,gourmand
REQ-05759,amber,amber
REQ-05759,leather,leather
REQ-05759,coffee,gourmand
REQ-05760,freshly washed,clean
REQ-05761,wet stone,mineral
REQ-05761,sweet,sweet
REQ-05763,barbershop,fougere
REQ-05771,leather,leather
REQ-05771,coffee,gourmand
REQ-05773,barbershop,fougere
REQ-05774,leather,leather
REQ-05775,spicy,spicy
REQ-05775,sweet,sweet
REQ-05777,forest,woody
REQ-05777,after rain,ozonic
REQ-05778,clean,clean
REQ-05780,smoky,smoky
REQ-05781,sweet,sweet
REQ-05783,clean,clean
REQ-05784,musk,musky
REQ-05785,citrus,citrus
REQ-05787,powdery,powdery
REQ-05788,spicy,spicy
REQ-05793,floral,floral
REQ-05793,leather,leather
REQ-05795,green,green
REQ-05797,barbershop,fougere
REQ-05800,citrus,citrus
REQ-05800,mineral,mineral
REQ-05801,fresh,fresh
REQ-05801,clean,clean
REQ-05801,freshly washed,clean
REQ-05802,musky,musky
REQ-05802,musk,musky
REQ-05803,leather,leather
REQ-05804,smoky,smoky
REQ-05805,amber,amber
REQ-05808,clean,clean
REQ-05809,floral,floral
REQ-05809,sweet,sweet
REQ-05813,musk,musky
REQ-05813,leather,leather
REQ-05815,aquatic,aquatic
REQ-05815,sweet,sweet
REQ-05816,sweet,sweet
REQ-05817,sweet,sweet
REQ-05818,leather,leather
REQ-05820,citrus,citrus
REQ-05820,sweet,sweet
REQ-05821,citrus,citrus
REQ-05823,green,green
REQ-05824,leather,leather
REQ-05826,leather,leather
REQ-05827,sweet,sweet
REQ-05828,ozone,ozonic
REQ-05829,clean,clean
REQ-05829,hotel lobby,clean
REQ-05831,sweet,sweet
REQ-05834,clean,clean
REQ-05834,hotel lobby,clean
REQ-05835,leather,leather
REQ-05837,smoky,smoky
REQ-05837,floral,floral
REQ-05839,powdery,powdery
REQ-05839,vanilla,gourmand
REQ-05840,woody,woody
REQ-05840,wet stone,mineral
REQ-05841,sweet,sweet
REQ-05842,vanilla,gourmand
REQ-05843,leather,leather
REQ-05843,coffee,gourmand
REQ-05844,smoky,smoky
REQ-05845,vanilla,gourmand
REQ-05846,powdery,powdery
REQ-05846,vanilla,gourmand
REQ-05849,smoky,smoky
REQ-05849,musk,musky
REQ-05852,citrus,citrus
REQ-05852,musky,musky
REQ-05852,musk,musky
REQ-05853,woody,woody
REQ-05854,musky,musky
REQ-05854,musk,musky
REQ-05854,leather,leather
REQ-05854,coffee,gourmand
REQ-05858,fresh,fresh
REQ-05858,freshly washed,clean
REQ-05858,musk,musky
REQ-05859,sweet,sweet
REQ-05860,musk,musky
REQ-05861,clean,clean
REQ-05861,hotel lobby,clean
REQ-05862,clean,clean
REQ-05862,ozonic,ozonic
REQ-05865,leather,leather
REQ-05865,coffee,gourmand
REQ-05866,vanilla,gourmand
REQ-05867,smoky,smoky
REQ-05869,sweet,sweet
REQ-05871,smoky,smoky
REQ-05872,aquatic,aquatic
REQ-05874,smoky,smoky
REQ-05874,sweet,sweet
REQ-05875,clean,clean
REQ-05875,smoke,smoky
REQ-05875,fireplace,smoky
REQ-05876,powdery,powdery
REQ-05876,sweet,sweet
REQ-05877,vanilla,gourmand
REQ-05879,powdery,powdery
REQ-05881,leather,leather
REQ-05882,citrus,citrus
REQ-05883,green,green
REQ-05884,vanilla,gourmand
REQ-05885,smoky,smoky
REQ-05887,clean,clean
REQ-05887,hotel lobby,clean
REQ-05888,musk,musky
REQ-05892,green,green
REQ-05894,amber,amber
REQ-05894,smoky,smoky
REQ-05894,green,green
REQ-05898,smoke,smoky
REQ-05898,fireplace,smoky
REQ-05900,barbershop,fougere
REQ-05901,vanilla,gourmand
REQ-05902,powdery,powdery
REQ-05903,green,green
REQ-05904,amber,amber
REQ-05905,after rain,ozonic
REQ-05906,leather,leather
REQ-05906,vanilla,gourmand
REQ-05907,amber,amber
REQ-05910,powdery,powdery
REQ-05911,leather,leather
REQ-05912,vanilla,gourmand
REQ-05915,spicy,spicy
REQ-05916,vanilla,gourmand
REQ-05917,vanilla,gourmand
REQ-05917,coffee,gourmand
REQ-05918,sweet,sweet
REQ-05921,smoky,smoky
REQ-05921,sweet,sweet
REQ-05922,sweet,sweet
REQ-05923,clean,clean
REQ-05923,hotel lobby,clean
REQ-05924,vanilla,gourmand
REQ-05926,citrus,citrus
REQ-05926,musk,musky
REQ-05927,vanilla,gourmand
REQ-05928,dark,dark
REQ-05928,citrus,citrus
REQ-05928,barbershop,fougere
REQ-05929,clean,clean
REQ-05930,powdery,powdery
REQ-05933,smoky,smoky
REQ-05934,sweet,sweet
REQ-05936,sweet,sweet
REQ-05939,leather,leather
REQ-05939,coffee,gourmand
REQ-05940,smoke,smoky
REQ-05940,fireplace,smoky
REQ-05941,fresh,fresh
REQ-05941,leather,leather
REQ-05941,vanilla,gourmand
REQ-05942,smoky,smoky
REQ-05943,ozonic,ozonic
REQ-05943,powdery,powdery
REQ-05945,musky,musky
REQ-05945,musk,musky
REQ-05946,powdery,powdery
REQ-05946,barbershop,fougere
REQ-05947,clean,clean
REQ-05949,citrus,citrus
REQ-05949,sweet,sweet
REQ-05952,sweet,sweet
REQ-05953,smoke,smoky
REQ-05953,fireplace,smoky
REQ-05953,sweet,sweet
REQ-05954,smoke,smoky
REQ-05954,fireplace,smoky
REQ-05954,musk,musky
REQ-05957,sweet,sweet
REQ-05958,citrus,citrus
REQ-05958,barbershop,fougere
REQ-05960,clean,clean
REQ-05960,hotel lobby,clean
REQ-05961,clean,clean
REQ-05961,hotel lobby,clean
REQ-05963,fresh,fresh
REQ-05963,sweet,sweet
REQ-05964,clean,clean
REQ-05964,smoky,smoky
REQ-05965,citrus,citrus
REQ-05966,citrus,citrus
REQ-05968,aquatic,aquatic
REQ-05970,sweet,sweet
REQ-05972,smoke,smoky
REQ-05972,fireplace,smoky
REQ-05972,powdery,powdery
REQ-05974,citrus,citrus
REQ-05975,smoky,smoky
REQ-05977,fresh,fresh
REQ-05977,clean,clean
REQ-05978,citrus,citrus
REQ-05979,musky,musky
REQ-05979,musk,musky
REQ-05980,smoky,smoky
REQ-05982,citrus,citrus
REQ-05983,fresh,fresh
REQ-05984,musk,musky
REQ-05986,powdery,powdery
REQ-05990,leather,leather
REQ-05991,barbershop,fougere
REQ-05992,green,green
REQ-05992,leather,leather
REQ-05992,coffee,gourmand
REQ-05994,clean,clean
REQ-05996,powdery,powdery
REQ-05998,smoke,smoky
REQ-05998,fireplace,smoky
REQ-05998,sweet,sweet
REQ-05998,vanilla,gourmand
REQ-05999,sweet,sweet
REQ-06003,spicy,spicy
REQ-06003,vanilla,gourmand
REQ-06004,clean,clean
REQ-06006,citrus,citrus
REQ-06007,musk,musky
REQ-06011,leather,leather
REQ-06012,spicy,spicy
REQ-06012,powdery,powdery
REQ-06013,leather,leather
REQ-06014,leather,leather
REQ-06015,vanilla,gourmand
REQ-06016,leather,leather
REQ-06017,musk,musky
REQ-06019,leather,leather
REQ-06019,coffee,gourmand
REQ-06020,mineral,mineral
REQ-06020,sweet,sweet
REQ-06024,leather,leather
REQ-06024,coffee,gourmand
REQ-06026,vanilla,gourmand
REQ-06028,citrus,citrus
REQ-06029,smoky,smoky
REQ-06029,musk,musky
REQ-06033,aquatic,aquatic
REQ-06039,leather,leather
REQ-06040,clean,clean
REQ-06040,hotel lobby,clean
REQ-06041,leather,leather
REQ-06041,coffee,gourmand
REQ-06043,powdery,powdery
REQ-06044,musk,musky
REQ-06045,leather,leather
REQ-06045,coffee,gourmand
REQ-06046,powdery,powdery
REQ-06048,clean,clean
REQ-06048,smoke,smoky
REQ-06048,fireplace,smoky
REQ-06049,fresh,fresh
REQ-06049,smoky,smoky
REQ-06051,clean,clean
REQ-06054,green,green
REQ-06057,forest,woody
REQ-06057,after rain,ozonic
REQ-06057,sweet,sweet
REQ-06058,smoky,smoky
REQ-06060,sweet,sweet
REQ-06061,sweet,sweet
REQ-06062,sweet,sweet
REQ-06066,vanilla,gourmand
REQ-06069,fresh,fresh
REQ-06069,fresh cut grass,green
REQ-06069,musk,musky
REQ-06069,powdery,powdery
REQ-06070,spicy,spicy
REQ-06070,citrus,citrus
REQ-06071,vanilla,gourmand
REQ-06073,smoke,smoky
REQ-06073,fireplace,smoky
REQ-06074,clean,clean
REQ-06074,mineral,mineral
REQ-06074,sweet,sweet
REQ-06076,powdery,powdery
REQ-06078,sweet,sweet
REQ-06079,aquatic,aquatic
REQ-06079,sweet,sweet
REQ-06080,amber,amber
REQ-06081,smoky,smoky
REQ-06082,smoky,smoky
REQ-06083,musky,musky
REQ-06083,musk,musky
REQ-06084,ozonic,ozonic
REQ-06085,clean,clean
REQ-06085,hotel lobby,clean
REQ-06086,clean,clean
REQ-06088,powdery,powdery
REQ-06091,ozone,ozonic
REQ-06092,fresh,fresh
REQ-06092,fresh cut grass,green
REQ-06093,citrus,citrus
REQ-06097,musky,musky
REQ-06097,musk,musky
REQ-06098,powdery,powdery
REQ-06099,green,green
REQ-06100,smoke,smoky
REQ-06100,fireplace,smoky
REQ-06101,powdery,powdery
REQ-06104,sweet,sweet
REQ-06106,ozone,ozonic
REQ-06107,forest,woody
REQ-06109,clean,clean
REQ-06109,hotel lobby,clean
REQ-06110,green,green
REQ-06110,musk,musky
REQ-06110,sweet,sweet
REQ-06112,clean,clean
REQ-06115,smoky,smoky
REQ-06115,sweet,sweet
REQ-06117,smoky,smoky
REQ-06120,sweet,sweet
REQ-06121,powdery,powdery
REQ-06122,clean,clean
REQ-06123,dark,dark
REQ-06123,leather,leather
REQ-06124,spicy,spicy
REQ-06124,barbershop,fougere
REQ-06125,ozonic,ozonic
REQ-06126,sweet,sweet
REQ-06128,wet stone,mineral
REQ-06129,wet stone,mineral
REQ-06130,floral,floral
REQ-06132,leather,leather
REQ-06133,smoky,smoky
REQ-06133,musk,musky
REQ-06135,vanilla,gourmand
REQ-06137,woody,woody
REQ-06138,spicy,spicy
REQ-06139,spicy,spicy
REQ-06139,leather,leather
REQ-06139,vanilla,gourmand
REQ-06140,aquatic,aquatic
REQ-06142,musk,musky
REQ-06142,sweet,sweet
REQ-06144,fresh,fresh
REQ-06144,clean,clean
REQ-06144,freshly washed,clean
REQ-06145,citrus,citrus
REQ-06145,powdery,powdery
REQ-06148,musk,musky
REQ-06149,powdery,powdery
REQ-06153,dark,dark
REQ-06154,vanilla,gourmand
REQ-06157,citrus,citrus
REQ-06158,ozone,ozonic
REQ-06158,leather,leather
REQ-06160,vanilla,gourmand
REQ-06162,citrus,citrus
REQ-06168,leather,leather
REQ-06168,vanilla,gourmand
REQ-06169,woody,woody
REQ-06169,powdery,powdery
REQ-06170,clean,clean
REQ-06170,citrus,citrus
REQ-06172,smoky,smoky
REQ-06172,ozonic,ozonic
REQ-06178,musk,musky
REQ-06178,wet stone,mineral
REQ-06180,clean,clean
REQ-06180,hotel lobby,clean
REQ-06182,clean,clean
REQ-06182,musk,musky
REQ-06185,leather,leather
REQ-06187,smoky,smoky
REQ-06187,green,green
REQ-06188,vanilla,gourmand
REQ-06189,powdery,powdery
REQ-06191,woody,woody
REQ-06191,ozonic,ozonic
REQ-06194,powdery,powdery
REQ-06195,vanilla,gourmand
REQ-06196,sweet,sweet
REQ-06197,smoky,smoky
REQ-06197,smoke,smoky
REQ-06197,fireplace,smoky
REQ-06201,powdery,powdery
REQ-06201,sweet,sweet
REQ-06202,powdery,powdery
REQ-06203,smoke,smoky
REQ-06203,fireplace,smoky
REQ-06203,musk,musky
REQ-06204,musk,musky
REQ-06205,fresh,fresh
REQ-06205,smoky,smoky
REQ-06205,fresh cut grass,green
REQ-06207,sweet,sweet
REQ-06208,clean,clean
REQ-06211,amber,amber
REQ-06212,smoky,smoky
REQ-06213,clean,clean
